agent_id,episode_id,training_step,success,end_reason,mean_goal_velocity,goal_velocity_variance,goal_velocity_acceleration_variance,goal_velocity_jerk,rotation_variance,action_entropy,repeated_action_ratio,policy_smoothness,control_samples,mean_angular_speed
Agent,133,17339,1,goal,4.1733,30.2239,3.1002,0.5267,0.0000,0.9225,0.8750,3.0000,48.0000,0.0000
Agent,134,17491,1,goal,2.7385,23.7840,1.7030,0.3438,0.0000,1.5544,0.8882,3.0625,152.0000,0.0000
Agent,135,17673,1,goal,3.9708,76.9884,0.8332,0.1316,0.0000,1.7378,0.8791,2.6190,182.0000,0.0000
Agent,136,17839,1,goal,1.2660,11.9363,1.4069,0.2510,0.0000,1.6846,0.8976,3.1875,166.0000,0.0000
Agent,137,17891,1,goal,2.3970,29.6354,3.1718,0.5099,0.0000,1.1517,0.8654,1.8333,52.0000,0.0000
Agent,138,18081,1,goal,0.8783,15.1670,1.1014,0.2214,0.0000,1.7149,0.8789,3.1364,190.0000,0.0000
Agent,139,18237,1,goal,1.2467,7.4703,0.7175,0.3140,0.0000,1.8126,0.8718,2.9474,156.0000,0.0000
Agent,140,18320,1,goal,1.9995,11.6611,1.9620,0.3992,0.0000,1.2710,0.9036,3.8571,83.0000,0.0000
Agent,141,18455,1,goal,2.8398,23.9257,2.0314,0.2961,0.0000,1.5559,0.8889,2.2857,135.0000,0.0000
Agent,142,18520,1,goal,8.2259,48.8027,3.6717,0.6145,0.0000,1.1570,0.8615,3.6250,65.0000,0.0000
Agent,143,18667,1,goal,1.4358,10.6957,1.8349,0.3215,0.0000,1.5267,0.8707,3.1667,147.0000,0.0000
Agent,144,18778,1,goal,2.4739,17.0070,2.4316,0.4267,0.0000,1.4748,0.9009,2.2000,111.0000,0.0000
Agent,145,18845,1,goal,4.0806,50.5568,2.2867,0.4555,0.0000,1.1352,0.8806,4.1429,67.0000,0.0000
Agent,146,18882,1,goal,4.4404,68.5593,12.5598,1.2391,0.0000,0.5982,0.9189,3.0000,37.0000,0.0000
Agent,147,18963,1,goal,4.8083,59.9700,2.7294,0.4439,0.0000,1.2338,0.9012,2.7143,81.0000,0.0000
Agent,148,19067,1,goal,1.2480,14.2140,1.8570,0.2877,0.0000,1.7146,0.8558,2.5000,104.0000,0.0000
Agent,149,19181,1,goal,2.7673,42.8734,0.5497,0.0612,0.0000,1.4323,0.9298,3.2857,114.0000,0.0000
Agent,150,19315,1,goal,1.1962,21.9179,1.2302,0.3285,0.0000,1.6973,0.8657,2.7059,134.0000,0.0000
Agent,151,19541,1,goal,-0.4539,4.0412,0.3670,0.1405,0.0000,1.3194,0.8982,3.0000,226.0000,0.0000
Agent,152,19633,1,goal,2.2392,14.5138,3.9881,0.3944,0.0000,1.4643,0.8696,3.1818,92.0000,0.0000
Agent,153,19910,1,goal,0.2633,1.3784,0.2865,0.0968,0.0000,1.7202,0.8736,3.2059,277.0000,0.0000
Agent,154,19992,1,goal,5.1075,46.4481,1.3480,0.3497,0.0000,1.3870,0.8902,2.3750,82.0000,0.0000
Agent,155,20079,1,goal,7.4037,77.2929,1.4315,0.3899,0.0000,1.6045,0.8736,3.1000,87.0000,0.0000
Agent,156,20190,1,goal,-1.3295,19.5390,2.1780,0.4415,0.0000,1.2809,0.8739,3.0000,111.0000,0.0000
Agent,157,20351,1,goal,2.5135,33.9009,0.4514,0.1277,0.0000,1.7275,0.8696,2.6000,161.0000,0.0000
Agent,158,20433,1,goal,2.0815,10.9746,0.9439,0.3040,0.0000,1.4650,0.9024,3.1429,82.0000,0.0000
Agent,159,20471,1,goal,8.0711,50.1531,3.9864,0.7673,0.0000,0.7042,0.8684,3.5000,38.0000,0.0000
Agent,160,20580,1,goal,2.3992,20.4960,2.4350,0.3998,0.0000,1.6911,0.8624,2.7857,109.0000,0.0000
Agent,161,21750,1,goal,0.0235,0.7706,0.0336,0.0187,0.0000,1.8120,0.8632,2.4465,1170.0000,0.0000
Agent,162,21855,1,goal,-0.0243,1.8540,0.1976,0.0818,0.0000,1.5021,0.8952,2.7000,105.0000,0.0000
Agent,163,21949,1,goal,-0.4752,3.6808,0.2709,0.1066,0.0000,1.6090,0.8723,2.9091,94.0000,0.0000
Agent,164,22123,1,goal,3.1923,50.1531,1.9144,0.2639,0.0000,1.6273,0.8793,2.5500,174.0000,0.0000
Agent,165,22165,1,goal,9.1064,132.9974,10.8283,1.0400,0.0000,0.8920,0.9048,2.0000,42.0000,0.0000
Agent,1,5000,0,timeout,0.0007,0.0002,0.0000,0.0002,0.0000,1.9456,0.8290,2.6897,5000.0000,0.0000
Agent,2,10000,0,timeout,-0.0221,0.0980,0.0127,0.0050,0.0000,1.9417,0.8292,2.7245,5000.0000,0.0000
Agent,3,15000,0,timeout,-0.0030,0.0038,0.0005,0.0008,0.0000,1.9360,0.8302,2.6875,5000.0000,0.0000
Agent,4,20000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.9375,0.8236,2.7185,5000.0000,0.0000
Agent,5,25000,0,timeout,0.0224,0.1281,0.0166,0.0070,0.0000,1.9229,0.8344,2.7171,5000.0000,0.0000
Agent,6,30000,0,timeout,0.0048,0.0104,0.0027,0.0017,0.0000,1.9293,0.8316,2.7277,5000.0000,0.0000
Agent,7,35000,0,timeout,-0.0092,0.4783,0.0673,0.0218,0.0000,1.9097,0.8314,2.7874,5000.0000,0.0000
Agent,8,40000,0,timeout,0.0302,0.2431,0.0335,0.0110,0.0000,1.9156,0.8286,2.8633,5000.0000,0.0000
Agent,9,45000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.9276,0.8284,2.7643,5000.0000,0.0000
Agent,10,50000,0,timeout,0.0036,0.0076,0.0025,0.0016,0.0000,1.9010,0.8340,2.7057,5000.0000,0.0000
Agent,11,55000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9324,0.8328,2.7210,5000.0000,0.0000
Agent,12,60000,0,timeout,-0.0546,0.5272,0.0337,0.0055,0.0000,1.9066,0.8320,2.7437,5000.0000,0.0000
Agent,13,65000,0,timeout,-0.0208,0.0737,0.0085,0.0035,0.0000,1.9235,0.8300,2.7527,5000.0000,0.0000
Agent,14,70000,0,timeout,0.0161,0.3298,0.0321,0.0073,0.0000,1.9146,0.8278,2.7535,5000.0000,0.0000
Agent,15,75000,0,timeout,0.0193,0.9231,0.0192,0.0080,0.0000,1.9138,0.8314,2.7625,5000.0000,0.0000
Agent,16,80000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9113,0.8314,2.8314,5000.0000,0.0000
Agent,17,85000,0,timeout,0.0288,0.3062,0.0258,0.0095,0.0000,1.9251,0.8346,2.8378,5000.0000,0.0000
Agent,18,90000,0,timeout,0.0126,0.0374,0.0077,0.0035,0.0000,1.9229,0.8316,2.7990,5000.0000,0.0000
Agent,19,95000,0,timeout,0.0107,0.0391,0.0071,0.0026,0.0000,1.9263,0.8366,2.8088,5000.0000,0.0000
Agent,20,100000,0,timeout,0.0232,0.1014,0.0186,0.0057,0.0000,1.9168,0.8306,2.8132,5000.0000,0.0000
Agent,21,105000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9051,0.8282,3.0245,5000.0000,0.0000
Agent,22,110000,0,timeout,0.0064,0.0123,0.0024,0.0015,0.0000,1.8835,0.8326,2.9880,5000.0000,0.0000
Agent,23,115000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8983,0.8334,2.8546,5000.0000,0.0000
Agent,24,120000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9156,0.8274,2.8944,5000.0000,0.0000
Agent,25,125000,0,timeout,-0.0083,0.0214,0.0057,0.0036,0.0000,1.9221,0.8284,2.8611,5000.0000,0.0000
Agent,26,130000,0,timeout,0.0187,0.0854,0.0043,0.0019,0.0000,1.9101,0.8346,2.8293,5000.0000,0.0000
Agent,27,135000,0,timeout,-0.0392,0.3259,0.0221,0.0044,0.0000,1.8710,0.8334,2.9591,5000.0000,0.0000
Agent,28,140000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8532,0.8398,2.9363,5000.0000,0.0000
Agent,29,145000,0,timeout,-0.0690,0.5234,0.0325,0.0087,0.0000,1.8364,0.8420,2.9011,5000.0000,0.0000
Agent,30,150000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8507,0.8366,2.9032,5000.0000,0.0000
Agent,31,155000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9064,0.8348,3.0170,5000.0000,0.0000
Agent,32,160000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8491,0.8340,3.0362,5000.0000,0.0000
Agent,33,165000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8549,0.8342,2.9408,5000.0000,0.0000
Agent,34,170000,0,timeout,0.0116,0.0368,0.0047,0.0021,0.0000,1.9146,0.8316,2.8359,5000.0000,0.0000
Agent,35,175000,0,timeout,-0.0610,0.5846,0.0077,0.0021,0.0000,1.9020,0.8288,2.9579,5000.0000,0.0000
Agent,36,180000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9299,0.8294,2.8122,5000.0000,0.0000
Agent,37,185000,0,timeout,-0.0614,0.7143,0.0762,0.0121,0.0000,1.9078,0.8330,2.8106,5000.0000,0.0000
Agent,38,190000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8904,0.8352,2.9441,5000.0000,0.0000
Agent,39,195000,0,timeout,0.0345,0.2196,0.0257,0.0067,0.0000,1.8658,0.8336,3.0277,5000.0000,0.0000
Agent,40,200000,0,timeout,-0.0175,0.1033,0.0140,0.0036,0.0000,1.8779,0.8308,3.0864,5000.0000,0.0000
Agent,41,205000,0,timeout,0.0007,0.0002,0.0000,0.0002,0.0000,1.8747,0.8372,2.8979,5000.0000,0.0000
Agent,42,210000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.8656,0.8328,2.8551,5000.0000,0.0000
Agent,43,215000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8895,0.8380,2.9963,5000.0000,0.0000
Agent,44,220000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8476,0.8390,2.8532,5000.0000,0.0000
Agent,45,225000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8611,0.8420,2.8035,5000.0000,0.0000
Agent,46,230000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8522,0.8354,3.0122,5000.0000,0.0000
Agent,47,235000,0,timeout,-0.0101,0.0377,0.0059,0.0023,0.0000,1.8627,0.8358,3.0549,5000.0000,0.0000
Agent,48,240000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8393,0.8414,3.0000,5000.0000,0.0000
Agent,49,245000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8507,0.8390,2.8483,5000.0000,0.0000
Agent,50,250000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8839,0.8388,2.9565,5000.0000,0.0000
Agent,51,255000,0,timeout,0.0007,0.0003,0.0000,0.0002,0.0000,1.8465,0.8432,2.9285,5000.0000,0.0000
Agent,52,260000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8674,0.8406,2.8681,5000.0000,0.0000
Agent,53,265000,0,timeout,-0.0105,0.0479,0.0022,0.0018,0.0000,1.8689,0.8432,3.0038,5000.0000,0.0000
Agent,54,270000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.8871,0.8364,2.8605,5000.0000,0.0000
Agent,55,275000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8960,0.8362,2.7714,5000.0000,0.0000
Agent,56,280000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8842,0.8372,2.7392,5000.0000,0.0000
Agent,57,285000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8203,0.8392,2.8344,5000.0000,0.0000
Agent,58,290000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8680,0.8392,2.8979,5000.0000,0.0000
Agent,59,295000,0,timeout,-0.0037,0.0065,0.0006,0.0008,0.0000,1.8728,0.8392,2.7808,5000.0000,0.0000
Agent,60,300000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8671,0.8396,2.7253,5000.0000,0.0000
Agent,61,305000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8836,0.8414,2.8043,5000.0000,0.0000
Agent,62,310000,0,timeout,0.0124,0.0476,0.0077,0.0027,0.0000,1.8719,0.8376,2.8693,5000.0000,0.0000
Agent,63,315000,0,timeout,0.0047,0.0072,0.0014,0.0012,0.0000,1.8531,0.8402,2.7406,5000.0000,0.0000
Agent,64,320000,0,timeout,0.0054,0.0090,0.0013,0.0012,0.0000,1.8800,0.8416,2.7977,5000.0000,0.0000
Agent,65,325000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8475,0.8382,2.7240,5000.0000,0.0000
Agent,66,330000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8341,0.8360,2.6569,5000.0000,0.0000
Agent,67,335000,0,timeout,-0.0512,0.3271,0.0261,0.0067,0.0000,1.8546,0.8428,2.6815,5000.0000,0.0000
Agent,68,340000,0,timeout,0.0482,0.4519,0.0373,0.0057,0.0000,1.8458,0.8420,2.7427,5000.0000,0.0000
Agent,69,345000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8338,0.8404,2.7039,5000.0000,0.0000
Agent,70,350000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8157,0.8412,2.6696,5000.0000,0.0000
Agent,71,355000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7305,0.8472,2.7235,5000.0000,0.0000
Agent,72,360000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8223,0.8386,2.6960,5000.0000,0.0000
Agent,73,365000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8096,0.8404,2.7905,5000.0000,0.0000
Agent,74,370000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9225,0.8336,2.7184,5000.0000,0.0000
Agent,75,375000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8376,0.8374,2.6429,5000.0000,0.0000
Agent,76,380000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.9017,0.8336,2.5307,5000.0000,0.0000
Agent,77,385000,0,timeout,-0.0239,0.1422,0.0143,0.0036,0.0000,1.8992,0.8308,2.5704,5000.0000,0.0000
Agent,78,390000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8854,0.8354,2.5560,5000.0000,0.0000
Agent,79,395000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8906,0.8344,2.4861,5000.0000,0.0000
Agent,80,400000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7973,0.8350,2.4879,5000.0000,0.0000
Agent,81,405000,0,timeout,-0.0761,1.1768,0.1522,0.0240,0.0000,1.8569,0.8358,2.6976,5000.0000,0.0000
Agent,82,410000,0,timeout,0.0059,0.0070,0.0017,0.0018,0.0000,1.8595,0.8362,2.6235,5000.0000,0.0000
Agent,83,415000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7977,0.8410,2.6222,5000.0000,0.0000
Agent,84,420000,0,timeout,-0.0243,0.1640,0.0203,0.0042,0.0000,1.8427,0.8404,2.6612,5000.0000,0.0000
Agent,85,425000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.7600,0.8386,2.4801,5000.0000,0.0000
Agent,86,430000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8008,0.8406,2.5364,5000.0000,0.0000
Agent,87,435000,0,timeout,0.0031,0.0040,0.0011,0.0013,0.0000,1.7994,0.8418,2.5013,5000.0000,0.0000
Agent,88,440000,0,timeout,-0.0022,0.0047,0.0015,0.0013,0.0000,1.7972,0.8358,2.6049,5000.0000,0.0000
Agent,89,445000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.8367,0.8418,2.5823,5000.0000,0.0000
Agent,90,450000,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8588,0.8384,2.4709,5000.0000,0.0000
Agent,91,455000,0,timeout,0.0067,0.0255,0.0018,0.0021,0.0000,1.9098,0.8344,2.6953,5000.0000,0.0000
Agent,92,460000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.9336,0.8304,2.7391,5000.0000,0.0000
Agent,93,465000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9337,0.8338,2.6554,5000.0000,0.0000
Agent,94,470000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9063,0.8328,2.7114,5000.0000,0.0000
Agent,95,475000,0,timeout,0.0415,0.3218,0.0063,0.0019,0.0000,1.8276,0.8374,2.6207,5000.0000,0.0000
Agent,96,480000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8281,0.8440,2.6739,5000.0000,0.0000
Agent,97,485000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8379,0.8474,2.7047,5000.0000,0.0000
Agent,98,490000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.7359,0.8506,2.7802,5000.0000,0.0000
Agent,99,495000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.6413,0.8570,2.7941,5000.0000,0.0000
Agent,100,500000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7542,0.8474,2.8058,5000.0000,0.0000
Agent,101,505000,0,timeout,-0.0304,0.2388,0.0218,0.0044,0.0000,1.8207,0.8406,2.7186,5000.0000,0.0000
Agent,102,510000,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.8012,0.8422,2.7792,5000.0000,0.0000
Agent,103,515000,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.7807,0.8448,2.8684,5000.0000,0.0000
Agent,104,520000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.7930,0.8420,2.7351,5000.0000,0.0000
Agent,105,525000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8800,0.8456,2.6174,5000.0000,0.0000
Agent,106,530000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8921,0.8362,2.8985,5000.0000,0.0000
Agent,107,535000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8408,0.8386,2.7531,5000.0000,0.0000
Agent,108,540000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.9161,0.8330,2.7602,5000.0000,0.0000
Agent,109,545000,0,timeout,0.0008,0.0601,0.0084,0.0038,0.0000,1.8991,0.8390,2.7848,5000.0000,0.0000
Agent,110,550000,0,timeout,-0.0266,0.1582,0.0244,0.0075,0.0000,1.8985,0.8354,2.8662,5000.0000,0.0000
Agent,111,555000,0,timeout,0.0038,0.0068,0.0013,0.0016,0.0000,1.8773,0.8386,2.7903,5000.0000,0.0000
Agent,112,560000,0,timeout,-0.0273,0.1166,0.0014,0.0014,0.0000,1.8775,0.8426,2.8053,5000.0000,0.0000
Agent,113,565000,0,timeout,-0.0771,0.3785,0.0281,0.0103,0.0000,1.8594,0.8364,2.9143,5000.0000,0.0000
Agent,114,570000,0,timeout,-0.0099,0.0406,0.0070,0.0025,0.0000,1.8407,0.8374,2.7044,5000.0000,0.0000
Agent,115,575000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8309,0.8428,2.6624,5000.0000,0.0000
Agent,116,580000,0,timeout,0.0301,0.2230,0.0269,0.0048,0.0000,1.8310,0.8412,2.7011,5000.0000,0.0000
Agent,117,585000,0,timeout,0.0165,0.0716,0.0099,0.0030,0.0000,1.8541,0.8386,2.7308,5000.0000,0.0000
Agent,118,590000,0,timeout,0.0297,0.1175,0.0181,0.0073,0.0000,1.8308,0.8426,2.8791,5000.0000,0.0000
Agent,119,595000,0,timeout,0.0012,0.0054,0.0018,0.0018,0.0000,1.8569,0.8428,2.8013,5000.0000,0.0000
Agent,120,600000,0,timeout,0.0270,0.9433,0.0795,0.0234,0.0000,1.8814,0.8418,2.8304,5000.0000,0.0000
Agent,121,605000,0,timeout,0.0186,0.0590,0.0081,0.0040,0.0000,1.8270,0.8450,2.8979,5000.0000,0.0000
Agent,122,610000,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8340,0.8416,2.8382,5000.0000,0.0000
Agent,123,615000,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.8422,0.8422,2.7170,5000.0000,0.0000
Agent,124,620000,0,timeout,-0.0146,0.0532,0.0036,0.0019,0.0000,1.8368,0.8396,2.7965,5000.0000,0.0000
Agent,125,625000,0,timeout,-0.0502,0.5329,0.0282,0.0059,0.0000,1.8336,0.8394,2.8678,5000.0000,0.0000
Agent,126,630000,0,timeout,-0.0729,0.7281,0.0308,0.0067,0.0000,1.8764,0.8384,2.8748,5000.0000,0.0000
Agent,127,635000,0,timeout,-0.0794,0.9241,0.0473,0.0068,0.0000,1.8364,0.8430,2.9796,5000.0000,0.0000
Agent,128,640000,0,timeout,-0.0031,0.0137,0.0029,0.0026,0.0000,1.8911,0.8306,2.9563,5000.0000,0.0000
Agent,129,645000,0,timeout,0.0006,0.0002,0.0000,0.0002,0.0000,1.8996,0.8344,2.9335,5000.0000,0.0000
Agent,130,648926,1,goal,-0.0514,0.5936,0.0539,0.0139,0.0000,1.9050,0.8296,2.7814,3926.0000,0.0000
Agent,131,653926,0,timeout,0.0523,0.3829,0.0388,0.0080,0.0000,1.8846,0.8332,2.8499,5000.0000,0.0000
Agent,132,658926,0,timeout,-0.0431,0.6387,0.0466,0.0141,0.0000,1.8800,0.8386,2.8387,5000.0000,0.0000
Agent,133,663926,0,timeout,0.0423,0.3143,0.0290,0.0070,0.0000,1.9074,0.8358,2.8146,5000.0000,0.0000
Agent,134,668926,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.8689,0.8422,2.8426,5000.0000,0.0000
Agent,135,673926,0,timeout,0.0062,0.0831,0.0138,0.0061,0.0000,1.8876,0.8400,2.8861,5000.0000,0.0000
Agent,136,678926,0,timeout,-0.0122,0.0254,0.0055,0.0028,0.0000,1.8888,0.8370,2.8501,5000.0000,0.0000
Agent,137,683926,0,timeout,0.0076,0.0138,0.0037,0.0028,0.0000,1.8936,0.8350,2.8350,5000.0000,0.0000
Agent,138,688926,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.4101,0.8886,2.5935,5000.0000,0.0000
Agent,139,693926,0,timeout,0.0299,0.2542,0.0248,0.0057,0.0000,1.8594,0.8386,2.8871,5000.0000,0.0000
Agent,140,698926,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8047,0.8524,2.9213,5000.0000,0.0000
Agent,141,703926,0,timeout,-0.1062,1.1174,0.0096,0.0042,0.0000,1.8397,0.8476,2.7963,5000.0000,0.0000
Agent,142,708926,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.8531,0.8446,2.8247,5000.0000,0.0000
Agent,143,713926,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7832,0.8550,2.7652,5000.0000,0.0000
Agent,144,718926,0,timeout,-0.0196,0.1133,0.0065,0.0024,0.0000,1.6520,0.8702,2.8889,5000.0000,0.0000
Agent,145,723926,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.4428,0.8774,2.7941,5000.0000,0.0000
Agent,146,728926,0,timeout,0.0225,0.1022,0.0038,0.0023,0.0000,1.2971,0.8960,2.5819,5000.0000,0.0000
Agent,147,733926,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.5183,0.8706,2.9628,5000.0000,0.0000
Agent,148,738926,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.9105,0.8366,2.7635,5000.0000,0.0000
Agent,149,743926,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.4329,0.8916,2.6470,5000.0000,0.0000
Agent,150,748926,0,timeout,0.0079,0.0165,0.0032,0.0019,0.0000,1.8698,0.8488,2.6914,5000.0000,0.0000
Agent,151,753926,0,timeout,-0.0270,0.1007,0.0099,0.0048,0.0000,1.9181,0.8408,2.6792,5000.0000,0.0000
Agent,152,758926,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.4840,0.8682,2.9027,5000.0000,0.0000
Agent,153,763926,0,timeout,0.0456,0.2599,0.0373,0.0090,0.0000,1.2455,0.8926,2.5672,5000.0000,0.0000
Agent,154,764072,1,goal,1.0732,14.2130,1.7287,0.2790,0.0000,1.3792,0.8767,4.2353,146.0000,0.0000
Agent,155,769072,0,timeout,0.0034,0.0032,0.0009,0.0014,0.0000,1.3145,0.8926,2.5672,5000.0000,0.0000
Agent,156,774072,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.4749,0.8750,2.6154,5000.0000,0.0000
Agent,157,779072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.3845,0.8886,2.4676,5000.0000,0.0000
Agent,158,784072,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.7096,0.8588,2.8738,5000.0000,0.0000
Agent,159,789072,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.2351,0.8866,2.5088,5000.0000,0.0000
Agent,160,794072,0,timeout,0.0006,0.0002,0.0000,0.0001,0.0000,1.1477,0.8856,2.3398,5000.0000,0.0000
Agent,161,799072,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.1478,0.8844,2.1334,5000.0000,0.0000
Agent,162,804072,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.3007,0.8796,2.3028,5000.0000,0.0000
Agent,163,809072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.2808,0.8778,2.4361,5000.0000,0.0000
Agent,164,814072,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.4309,0.8754,2.5096,5000.0000,0.0000
Agent,165,819072,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.1279,0.8884,2.2765,5000.0000,0.0000
Agent,166,824072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.1559,0.8882,2.2939,5000.0000,0.0000
Agent,167,829072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.0957,0.8940,2.0624,5000.0000,0.0000
Agent,168,834072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.5765,0.8644,2.6233,5000.0000,0.0000
Agent,169,839072,0,timeout,0.0004,0.0001,0.0000,0.0001,0.0000,1.3912,0.8736,2.4374,5000.0000,0.0000
Agent,170,844072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.6711,0.8552,2.4924,5000.0000,0.0000
Agent,171,849072,0,timeout,0.0005,0.0001,0.0000,0.0001,0.0000,1.3848,0.8730,2.4590,5000.0000,0.0000
Agent,172,854072,0,timeout,0.0003,0.0001,0.0000,0.0001,0.0000,1.4041,0.8678,2.6121,5000.0000,0.0000
Agent,173,859072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.4009,0.8668,2.4992,5000.0000,0.0000
Agent,174,864072,0,timeout,-0.0988,0.7709,0.0259,0.0081,0.0000,1.5808,0.8590,2.4773,5000.0000,0.0000
Agent,175,869072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.4222,0.8692,2.3966,5000.0000,0.0000
Agent,176,874072,0,timeout,0.0003,0.0000,0.0000,0.0001,0.0000,1.2272,0.8824,2.4361,5000.0000,0.0000
Agent,177,879072,0,timeout,0.0007,0.0002,0.0000,0.0002,0.0000,1.2874,0.8806,2.5688,5000.0000,0.0000
