agent_id,episode_id,training_step,success,end_reason,failure_mode,episode_reward,final_goal_error
Agent,197,979072,0,timeout,timeout,-0.9999,8.6692
Agent,198,984072,0,timeout,timeout,-0.9999,7.4295
Agent,199,984118,1,goal,none,4.9908,5.7436
Agent,200,989118,0,timeout,timeout,-0.9999,14.2061
Agent,201,994118,0,timeout,timeout,-0.9999,15.8199
Agent,202,999118,0,timeout,timeout,-0.9999,14.0022
Agent,203,1004118,0,timeout,timeout,-0.9999,8.8005
Agent,204,1009118,0,timeout,timeout,-0.9999,16.4194
Agent,205,1014118,0,timeout,timeout,-0.9999,10.9729
Agent,206,1019118,0,timeout,timeout,-0.9999,10.4927
Agent,207,1024118,0,timeout,timeout,-0.9999,16.4856
Agent,208,1029118,0,timeout,timeout,-0.9999,14.2280
Agent,209,1034118,0,timeout,timeout,-0.9999,13.4230
Agent,210,1039118,0,timeout,timeout,-0.9999,13.3497
Agent,211,1044118,0,timeout,timeout,-0.9999,14.4660
Agent,212,1049118,0,timeout,timeout,-0.9999,17.2031
Agent,213,1054118,0,timeout,timeout,-0.9999,6.5553
Agent,214,1059118,0,timeout,timeout,-0.9999,5.5072
Agent,215,1064118,0,timeout,timeout,-0.9999,18.9888
Agent,216,1069118,0,timeout,timeout,-0.9999,13.3985
Agent,217,1074118,0,timeout,timeout,-0.9999,15.0787
Agent,218,1079118,0,timeout,timeout,-0.9999,14.9517
Agent,219,1084118,0,timeout,timeout,-0.9999,8.2699
Agent,220,1089118,0,timeout,timeout,-0.9999,14.9718
Agent,221,1094118,0,timeout,timeout,-0.9999,14.5136
Agent,222,1094339,1,goal,none,4.9558,4.1881
Agent,223,1099339,0,timeout,timeout,-0.9999,15.5583
Agent,224,1104339,0,timeout,timeout,-0.9999,15.0823
Agent,225,1109339,0,timeout,timeout,-0.9999,7.5042
Agent,226,1114339,0,timeout,timeout,-0.9999,22.6349
Agent,227,1119339,0,timeout,timeout,-0.9999,13.7696
Agent,228,1124339,0,timeout,timeout,-0.9999,17.2573
Agent,229,1125441,1,goal,none,4.7796,3.7170
Agent,230,1130441,0,timeout,timeout,-0.9999,15.7048
Agent,231,1135441,0,timeout,timeout,-0.9999,9.9801
Agent,232,1140441,0,timeout,timeout,-0.9999,14.0519
Agent,233,1142548,1,goal,none,4.5786,5.8281
Agent,234,1147548,0,timeout,timeout,-0.9999,11.2931
Agent,235,1152548,0,timeout,timeout,-0.9999,20.3575
Agent,236,1157548,0,timeout,timeout,-0.9999,20.7040
Agent,237,1158052,1,goal,none,4.8992,2.7658
Agent,238,1163052,0,timeout,timeout,-0.9999,22.5009
Agent,239,1168052,0,timeout,timeout,-0.9999,17.1286
Agent,240,1173052,0,timeout,timeout,-0.9999,12.5005
Agent,241,1178052,0,timeout,timeout,-0.9999,22.9804
Agent,242,1178710,1,goal,none,4.8684,6.0396
Agent,243,1183710,0,timeout,timeout,-0.9999,17.2834
Agent,244,1188710,0,timeout,timeout,-0.9999,15.3092
Agent,245,1189014,1,goal,none,4.9392,2.5941
Agent,246,1189927,1,goal,none,4.8174,7.1586
Agent,247,1190376,1,goal,none,4.9102,3.0363
Agent,248,1195376,0,timeout,timeout,-0.9999,19.0808
Agent,249,1197127,1,goal,none,4.6498,7.4600
Agent,250,1202127,0,timeout,timeout,-0.9999,17.1768
Agent,251,1207127,0,timeout,timeout,-0.9999,14.5948
Agent,252,1212127,0,timeout,timeout,-0.9999,18.8053
Agent,253,1217127,0,timeout,timeout,-0.9999,15.6267
Agent,254,1222127,0,timeout,timeout,-0.9999,18.5595
Agent,255,1222714,1,goal,none,4.8826,3.8102
Agent,256,1227714,0,timeout,timeout,-0.9999,11.6155
Agent,257,1228207,1,goal,none,4.9014,6.6877
Agent,258,1228457,1,goal,none,4.9500,4.0336
Agent,259,1231473,1,goal,none,4.3968,10.6825
Agent,260,1236473,0,timeout,timeout,-0.9999,21.2136
Agent,261,1239271,1,goal,none,4.4404,4.7407
Agent,262,1243355,1,goal,none,4.1832,8.8828
Agent,263,1243603,1,goal,none,4.9504,7.4675
Agent,264,1248603,0,timeout,timeout,-0.9999,12.6312
Agent,265,1249661,1,goal,none,4.7884,2.8099
Agent,266,1249857,1,goal,none,4.9608,5.8041
Agent,267,1254857,0,timeout,timeout,-0.9999,24.4723
Agent,268,1255554,1,goal,none,4.8606,6.7926
Agent,269,1260554,0,timeout,timeout,-0.9999,17.3471
Agent,270,1261955,1,goal,none,4.7198,9.9008
Agent,271,1262565,1,goal,none,4.8780,12.2925
Agent,272,1267565,0,timeout,timeout,-0.9999,18.2292
Agent,273,1272565,0,timeout,timeout,-0.9999,22.9723
Agent,274,1273201,1,goal,none,4.8728,12.4002
Agent,275,1274156,1,goal,none,4.8090,2.6786
Agent,276,1276625,1,goal,none,4.5062,12.3907
Agent,277,1278926,1,goal,none,4.5398,11.9533
Agent,278,1283926,0,timeout,timeout,-0.9999,17.7401
Agent,279,1287258,1,goal,none,4.3336,12.2560
Agent,280,1292258,0,timeout,timeout,-0.9999,21.7155
Agent,281,1297258,0,timeout,timeout,-0.9999,22.7255
Agent,282,1298163,1,goal,none,4.8190,5.3499
Agent,283,1298864,1,goal,none,4.8598,3.4878
Agent,284,1303864,0,timeout,timeout,-0.9999,23.6466
Agent,285,1304660,1,goal,none,4.8408,4.8226
Agent,286,1309660,0,timeout,timeout,-0.9999,22.8879
Agent,287,1314660,0,timeout,timeout,-0.9999,11.2710
Agent,288,1319660,0,timeout,timeout,-0.9999,23.6516
Agent,289,1324660,0,timeout,timeout,-0.9999,9.1698
Agent,290,1329660,0,timeout,timeout,-0.9999,23.7413
Agent,291,1331600,1,goal,none,4.6120,8.0251
Agent,292,1332035,1,goal,none,4.9130,12.3306
Agent,293,1337035,0,timeout,timeout,-0.9999,25.2468
Agent,294,1342035,0,timeout,timeout,-0.9999,23.7190
Agent,295,1342498,1,goal,none,4.9074,4.1324
Agent,296,1342929,1,goal,none,4.9138,2.5459
Agent,297,1343468,1,goal,none,4.8922,6.4210
Agent,298,1345275,1,goal,none,4.6386,2.8937
Agent,299,1345877,1,goal,none,4.8796,5.7258
Agent,300,1346551,1,goal,none,4.8652,9.3267
Agent,301,1348402,1,goal,none,4.6298,8.8006
Agent,302,1348933,1,goal,none,4.8938,8.5542
Agent,303,1349583,1,goal,none,4.8700,11.0682
Agent,304,1350094,1,goal,none,4.8978,9.9578
Agent,305,1351733,1,goal,none,4.6722,3.3906
Agent,306,1354283,1,goal,none,4.4900,12.3844
Agent,307,1359283,0,timeout,timeout,-0.9999,20.0905
Agent,308,1363780,1,goal,none,4.1006,12.2453
Agent,309,1368780,0,timeout,timeout,-0.9999,25.6722
Agent,310,1373780,0,timeout,timeout,-0.9999,14.1392
Agent,311,1378780,0,timeout,timeout,-0.9999,20.0836
Agent,312,1383780,0,timeout,timeout,-0.9999,14.4353
Agent,313,1385566,1,goal,none,4.6428,4.8587
Agent,314,1386646,1,goal,none,4.7840,8.6106
Agent,315,1391646,0,timeout,timeout,-0.9999,25.6657
Agent,316,1392143,1,goal,none,4.9006,7.4595
Agent,317,1392239,1,goal,none,4.9808,3.2249
Agent,318,1396379,1,goal,none,4.1720,11.4576
Agent,319,1401379,0,timeout,timeout,-0.9999,12.8627
Agent,320,1401926,1,goal,none,4.8906,11.2563
Agent,321,1403392,1,goal,none,4.7068,8.3741
Agent,322,1403958,1,goal,none,4.8868,2.8037
Agent,323,1408958,0,timeout,timeout,-0.9999,25.6663
Agent,324,1409798,1,goal,none,4.8320,12.3879
Agent,325,1412167,1,goal,none,4.5262,7.4110
Agent,326,1412927,1,goal,none,4.8480,9.8638
Agent,327,1414535,1,goal,none,4.6784,12.2002
Agent,328,1415248,1,goal,none,4.8574,11.6317
Agent,329,1415376,1,goal,none,4.9744,3.5496
Agent,330,1416216,1,goal,none,4.8320,8.9233
Agent,331,1417380,1,goal,none,4.7672,11.8465
Agent,332,1422380,0,timeout,timeout,-0.9999,14.7986
Agent,333,1425858,1,goal,none,4.3044,11.3356
Agent,334,1426841,1,goal,none,4.8034,10.0393
Agent,335,1430071,1,goal,none,4.3540,10.7741
Agent,336,1435071,0,timeout,timeout,-0.9999,25.7397
Agent,337,1435611,1,goal,none,4.8920,10.2962
Agent,338,1440611,0,timeout,timeout,-0.9999,25.6707
Agent,339,1441658,1,goal,none,4.7906,4.3485
Agent,340,1446658,0,timeout,timeout,-0.9999,22.4413
Agent,341,1448111,1,goal,none,4.7094,9.8589
Agent,342,1448412,1,goal,none,4.9398,2.5414
Agent,343,1448992,1,goal,none,4.8840,9.2613
Agent,344,1449340,1,goal,none,4.9304,3.1581
Agent,345,1454340,0,timeout,timeout,-0.9999,25.6722
Agent,346,1455505,1,goal,none,4.7670,12.1643
Agent,347,1460505,0,timeout,timeout,-0.9999,25.6696
Agent,348,1460625,1,goal,none,4.9760,5.1928
Agent,349,1461235,1,goal,none,4.8780,7.0456
Agent,350,1463031,1,goal,none,4.6408,9.0453
Agent,351,1463360,1,goal,none,4.9342,11.6250
Agent,352,1464840,1,goal,none,4.7040,6.8876
Agent,353,1466203,1,goal,none,4.7274,11.4161
Agent,354,1471203,0,timeout,timeout,-0.9999,12.4746
Agent,355,1471603,1,goal,none,4.9200,5.1147
Agent,356,1476603,0,timeout,timeout,-0.9999,25.6704
Agent,357,1478796,1,goal,none,4.5614,8.6943
Agent,358,1479533,1,goal,none,4.8526,5.5356
Agent,359,1482595,1,goal,none,4.3876,10.1351
Agent,360,1482877,1,goal,none,4.9436,7.8333
Agent,361,1483565,1,goal,none,4.8624,12.3890
Agent,362,1488565,0,timeout,timeout,-0.9999,12.4727
Agent,363,1493565,0,timeout,timeout,-0.9999,25.6546
Agent,364,1497823,1,goal,none,4.1484,8.8178
Agent,365,1502823,0,timeout,timeout,-0.9999,12.0442
Agent,366,1504109,1,goal,none,4.7428,7.0487
Agent,367,1504723,1,goal,none,4.8772,12.3727
Agent,368,1506495,1,goal,none,4.6456,5.6500
Agent,369,1507431,1,goal,none,4.8128,9.8235
Agent,370,1507477,1,goal,none,4.9908,5.8759
Agent,371,1508030,1,goal,none,4.8894,8.9648
Agent,372,1513030,0,timeout,timeout,-0.9999,25.6664
Agent,373,1513162,1,goal,none,4.9736,2.7113
Agent,374,1513790,1,goal,none,4.8744,7.4774
Agent,375,1514728,1,goal,none,4.8124,8.0995
Agent,376,1514916,1,goal,none,4.9624,5.8268
Agent,377,1514976,1,goal,none,4.9880,11.0284
Agent,378,1515948,1,goal,none,4.8056,11.3535
Agent,379,1520948,0,timeout,timeout,-0.9999,25.4680
Agent,380,1521300,1,goal,none,4.9296,12.3913
Agent,381,1521423,1,goal,none,4.9754,6.3014
Agent,382,1521610,1,goal,none,4.9626,6.8257
Agent,383,1524153,1,goal,none,4.4914,3.2788
Agent,384,1529153,0,timeout,timeout,-0.9999,14.2786
Agent,385,1530572,1,goal,none,4.7162,7.7246
Agent,386,1531270,1,goal,none,4.8604,7.6862
Agent,387,1531858,1,goal,none,4.8824,8.5546
Agent,388,1532727,1,goal,none,4.8262,9.8778
Agent,389,1532798,1,goal,none,4.9858,5.9097
Agent,390,1533216,1,goal,none,4.9164,9.6940
Agent,391,1536715,1,goal,none,4.3002,11.2973
Agent,392,1536992,1,goal,none,4.9446,2.5286
Agent,393,1538112,1,goal,none,4.7760,4.8957
Agent,394,1538177,1,goal,none,4.9870,3.3925
Agent,395,1539655,1,goal,none,4.7044,5.5402
Agent,396,1539948,1,goal,none,4.9414,12.1014
Agent,397,1540797,1,goal,none,4.8302,2.7391
Agent,398,1541726,1,goal,none,4.8142,2.6009
Agent,399,1542208,1,goal,none,4.9036,5.6551
Agent,400,1542497,1,goal,none,4.9422,5.0574
Agent,401,1547497,0,timeout,timeout,-0.9999,25.6682
Agent,402,1550539,1,goal,none,4.3916,9.0216
Agent,403,1555341,1,goal,none,4.0397,11.2530
Agent,404,1560341,0,timeout,timeout,-0.9999,14.5006
Agent,405,1560532,1,goal,none,4.9618,5.1611
Agent,406,1561194,1,goal,none,4.8676,5.4571
Agent,407,1562049,1,goal,none,4.8290,12.3882
Agent,408,1567049,0,timeout,timeout,-0.9999,25.6686
Agent,409,1568386,1,goal,none,4.7326,9.0313
Agent,410,1568996,1,goal,none,4.8780,6.1754
Agent,411,1569046,1,goal,none,4.9900,3.1933
Agent,412,1574046,0,timeout,timeout,-0.9999,16.7786
Agent,413,1574842,1,goal,none,4.8408,9.5752
Agent,414,1579842,0,timeout,timeout,-0.9999,11.7929
Agent,415,1579960,1,goal,none,4.9764,6.0007
Agent,416,1584960,0,timeout,timeout,-0.9999,25.6711
Agent,417,1586685,1,goal,none,4.6550,2.8008
Agent,418,1586841,1,goal,none,4.9688,11.9905
Agent,419,1587185,1,goal,none,4.9312,7.5736
Agent,420,1592185,0,timeout,timeout,-0.9999,25.6705
Agent,421,1592730,1,goal,none,4.8910,7.0538
Agent,422,1592815,1,goal,none,4.9830,8.2097
Agent,423,1597815,0,timeout,timeout,-0.9999,25.6670
Agent,424,1598543,1,goal,none,4.8544,3.6061
Agent,425,1599546,1,goal,none,4.7994,8.7312
Agent,426,1600269,1,goal,none,4.8554,11.7762
Agent,427,1600780,1,goal,none,4.8978,11.4253
Agent,428,1601258,1,goal,none,4.9044,12.1081
Agent,429,1601470,1,goal,none,4.9576,7.4253
Agent,430,1602079,1,goal,none,4.8782,2.5229
Agent,431,1604798,1,goal,none,4.4562,7.8862
Agent,432,1604986,1,goal,none,4.9624,4.8689
Agent,433,1605099,1,goal,none,4.9774,3.7982
Agent,434,1606410,1,goal,none,4.7378,6.0531
Agent,435,1606903,1,goal,none,4.9014,8.2379
Agent,436,1608795,1,goal,none,4.6216,9.7657
Agent,437,1608840,1,goal,none,4.9910,3.9513
Agent,438,1609144,1,goal,none,4.9392,4.4202
Agent,439,1609208,1,goal,none,4.9872,7.5939
Agent,440,1609529,1,goal,none,4.9358,9.4912
Agent,441,1609881,1,goal,none,4.9296,11.1011
Agent,442,1611620,1,goal,none,4.6522,2.6088
Agent,443,1612088,1,goal,none,4.9064,6.4929
Agent,444,1617088,0,timeout,timeout,-0.9999,25.6714
Agent,445,1622088,0,timeout,timeout,-0.9999,22.0923
Agent,446,1622572,1,goal,none,4.9032,10.9696
Agent,447,1627572,0,timeout,timeout,-0.9999,25.6720
Agent,448,1627748,1,goal,none,4.9648,11.3608
Agent,449,1628092,1,goal,none,4.9312,3.7491
Agent,450,1633092,0,timeout,timeout,-0.9999,25.6720
Agent,451,1635146,1,goal,none,4.5892,5.9682
Agent,452,1635378,1,goal,none,4.9536,11.1743
Agent,453,1635873,1,goal,none,4.9010,6.5384
Agent,454,1636137,1,goal,none,4.9472,7.6350
Agent,455,1637030,1,goal,none,4.8214,9.6091
Agent,456,1637567,1,goal,none,4.8926,10.4795
Agent,457,1637922,1,goal,none,4.9290,10.7757
Agent,458,1637993,1,goal,none,4.9858,2.8086
Agent,459,1638274,1,goal,none,4.9438,4.8903
Agent,460,1639040,1,goal,none,4.8468,7.8095
Agent,461,1640149,1,goal,none,4.7782,8.1885
Agent,462,1640520,1,goal,none,4.9258,12.3863
Agent,463,1641202,1,goal,none,4.8636,3.0384
Agent,464,1641648,1,goal,none,4.9108,9.6232
Agent,465,1646648,0,timeout,timeout,-0.9999,25.6711
Agent,466,1646820,1,goal,none,4.9656,3.7664
Agent,467,1647122,1,goal,none,4.9396,11.8850
Agent,468,1647377,1,goal,none,4.9490,4.3608
Agent,469,1648138,1,goal,none,4.8478,10.2922
Agent,470,1648283,1,goal,none,4.9710,5.8974
Agent,471,1648837,1,goal,none,4.8892,6.1864
Agent,472,1649492,1,goal,none,4.8690,6.8260
Agent,473,1650713,1,goal,none,4.7558,2.5348
Agent,474,1651369,1,goal,none,4.8688,7.4743
Agent,475,1656369,0,timeout,timeout,-0.9999,15.9880
Agent,476,1656643,1,goal,none,4.9452,8.1439
Agent,477,1656898,1,goal,none,4.9490,6.7500
Agent,478,1661491,1,goal,none,4.0814,12.3709
Agent,479,1666491,0,timeout,timeout,-0.9999,25.6690
Agent,480,1667680,1,goal,none,4.7622,11.5577
Agent,481,1667772,1,goal,none,4.9816,4.5258
Agent,482,1669101,1,goal,none,4.7342,9.1949
Agent,483,1669368,1,goal,none,4.9466,4.7518
Agent,484,1669410,1,goal,none,4.9916,3.5961
Agent,485,1669705,1,goal,none,4.9410,11.2723
Agent,486,1669781,1,goal,none,4.9848,2.5725
Agent,487,1672891,1,goal,none,4.3780,9.8396
Agent,488,1673109,1,goal,none,4.9564,4.5235
Agent,489,1678109,0,timeout,timeout,-0.9999,12.8183
Agent,490,1678225,1,goal,none,4.9768,11.2657
Agent,491,1678341,1,goal,none,4.9768,11.2865
Agent,492,1680120,1,goal,none,4.6442,11.2175
Agent,493,1681644,1,goal,none,4.6952,8.8929
Agent,494,1681758,1,goal,none,4.9772,12.5306
Agent,495,1682279,1,goal,none,4.8958,2.5369
Agent,496,1682440,1,goal,none,4.9678,9.4096
Agent,497,1683149,1,goal,none,4.8582,8.0146
Agent,498,1683293,1,goal,none,4.9712,7.2796
Agent,499,1683404,1,goal,none,4.9778,6.7968
Agent,500,1683838,1,goal,none,4.9132,11.4350
Agent,501,1684038,1,goal,none,4.9600,3.6001
Agent,502,1684517,1,goal,none,4.9042,4.7653
Agent,503,1684949,1,goal,none,4.9136,11.7766
Agent,504,1685979,1,goal,none,4.7940,10.0545
Agent,505,1690979,0,timeout,timeout,-0.9999,25.6709
Agent,506,1691719,1,goal,none,4.8520,9.9019
Agent,507,1692340,1,goal,none,4.8758,11.5493
Agent,508,1692763,1,goal,none,4.9154,12.0666
Agent,509,1693911,1,goal,none,4.7704,11.5379
Agent,510,1698911,0,timeout,timeout,-0.9999,25.6734
Agent,511,1699554,1,goal,none,4.8714,8.0679
Agent,512,1703474,1,goal,none,4.2160,9.4133
Agent,513,1703610,1,goal,none,4.9728,8.9088
Agent,514,1704140,1,goal,none,4.8940,11.5023
Agent,515,1704620,1,goal,none,4.9040,12.0898
Agent,516,1704763,1,goal,none,4.9714,3.2118
Agent,517,1705774,1,goal,none,4.7978,11.5819
Agent,518,1706084,1,goal,none,4.9380,8.9217
Agent,519,1706230,1,goal,none,4.9708,3.0025
Agent,520,1706756,1,goal,none,4.8948,6.8749
Agent,521,1706870,1,goal,none,4.9772,2.8445
Agent,522,1707891,1,goal,none,4.7958,10.8990
Agent,523,1708264,1,goal,none,4.9254,3.1359
Agent,524,1713264,0,timeout,timeout,-0.9999,25.2349
Agent,525,1713626,1,goal,none,4.9276,6.1734
Agent,526,1714089,1,goal,none,4.9074,10.5101
Agent,527,1719089,0,timeout,timeout,-0.9999,25.6594
Agent,528,1719558,1,goal,none,4.9062,11.5653
Agent,529,1724558,0,timeout,timeout,-0.9999,25.6723
Agent,530,1724718,1,goal,none,4.9680,12.3697
Agent,531,1724856,1,goal,none,4.9724,5.5058
Agent,532,1726019,1,goal,none,4.7674,3.6972
Agent,533,1726788,1,goal,none,4.8462,11.4287
Agent,534,1726913,1,goal,none,4.9750,3.0400
Agent,535,1726997,1,goal,none,4.9832,5.5328
Agent,536,1727049,1,goal,none,4.9896,7.1219
Agent,537,1727095,1,goal,none,4.9908,5.3514
Agent,538,1727299,1,goal,none,4.9592,8.9793
Agent,539,1732299,0,timeout,timeout,-0.9999,25.6701
Agent,540,1737299,0,timeout,timeout,-0.9999,25.6724
Agent,541,1742299,0,timeout,timeout,-0.9999,23.5746
Agent,542,1742429,1,goal,none,4.9740,9.7801
Agent,543,1743021,1,goal,none,4.8816,5.0811
Agent,544,1748021,0,timeout,timeout,-0.9999,22.9054
Agent,545,1748348,1,goal,none,4.9346,6.7024
Agent,546,1748549,1,goal,none,4.9598,10.6110
Agent,547,1750874,1,goal,none,4.5350,10.6853
Agent,548,1751619,1,goal,none,4.8510,9.4363
Agent,549,1751878,1,goal,none,4.9482,6.3445
Agent,550,1752833,1,goal,none,4.8090,10.7609
Agent,551,1757833,0,timeout,timeout,-0.9999,25.6719
Agent,552,1762833,0,timeout,timeout,-0.9999,25.6702
Agent,553,1762956,1,goal,none,4.9754,7.8245
Agent,554,1763946,1,goal,none,4.8020,11.3429
Agent,555,1764349,1,goal,none,4.9194,12.2722
Agent,556,1765387,1,goal,none,4.7924,10.9629
Agent,557,1766337,1,goal,none,4.8100,10.5600
Agent,558,1767121,1,goal,none,4.8432,10.8186
Agent,559,1767990,1,goal,none,4.8262,10.5884
Agent,560,1768891,1,goal,none,4.8198,2.7717
Agent,561,1769838,1,goal,none,4.8106,10.5199
Agent,562,1770043,1,goal,none,4.9590,6.0605
Agent,563,1770351,1,goal,none,4.9384,8.0481
Agent,564,1770963,1,goal,none,4.8776,10.7703
Agent,565,1771112,1,goal,none,4.9702,7.1379
Agent,566,1771314,1,goal,none,4.9596,10.6243
Agent,567,1776314,0,timeout,timeout,-0.9999,25.6681
Agent,568,1776470,1,goal,none,4.9688,3.9233
Agent,569,1776667,1,goal,none,4.9606,5.1990
Agent,570,1776773,1,goal,none,4.9788,11.9386
Agent,571,1777003,1,goal,none,4.9540,2.9524
Agent,572,1777736,1,goal,none,4.8534,11.1665
Agent,573,1782736,0,timeout,timeout,-0.9999,25.6695
Agent,574,1782912,1,goal,none,4.9648,6.0328
Agent,575,1782962,1,goal,none,4.9900,3.2086
Agent,576,1783337,1,goal,none,4.9250,10.3721
Agent,577,1783515,1,goal,none,4.9644,4.0479
Agent,578,1783950,1,goal,none,4.9130,5.9075
Agent,579,1784001,1,goal,none,4.9898,4.0547
Agent,580,1784117,1,goal,none,4.9768,10.7412
Agent,581,1785629,1,goal,none,4.6976,5.8771
Agent,582,1788604,1,goal,none,4.4050,12.3881
Agent,583,1788864,1,goal,none,4.9480,4.7147
Agent,584,1790083,1,goal,none,4.7562,10.2821
Agent,585,1790495,1,goal,none,4.9176,6.6050
Agent,586,1791976,1,goal,none,4.7038,9.9920
Agent,587,1796976,0,timeout,timeout,-0.9999,23.6555
Agent,588,1797128,1,goal,none,4.9696,2.8580
Agent,589,1797362,1,goal,none,4.9532,11.9826
Agent,590,1797624,1,goal,none,4.9476,10.8916
Agent,591,1802624,0,timeout,timeout,-0.9999,25.6592
Agent,592,1802938,1,goal,none,4.9372,11.8865
Agent,593,1803824,1,goal,none,4.8228,9.8965
Agent,594,1803872,1,goal,none,4.9904,2.7635
Agent,595,1804187,1,goal,none,4.9370,8.8078
Agent,596,1805031,1,goal,none,4.8312,9.5034
Agent,597,1805407,1,goal,none,4.9248,4.1879
Agent,598,1805920,1,goal,none,4.8974,12.3837
Agent,599,1806023,1,goal,none,4.9794,4.8574
Agent,600,1806103,1,goal,none,4.9840,4.3008
Agent,601,1811103,0,timeout,timeout,-0.9999,25.6635
Agent,602,1811241,1,goal,none,4.9724,2.6771
Agent,603,1811737,1,goal,none,4.9008,10.5604
Agent,604,1812197,1,goal,none,4.9080,7.0749
Agent,605,1812405,1,goal,none,4.9584,3.3079
Agent,606,1813729,1,goal,none,4.7352,7.6212
Agent,607,1814956,1,goal,none,4.7546,12.3912
Agent,608,1816175,1,goal,none,4.7562,12.0971
Agent,609,1817354,1,goal,none,4.7642,11.7130
Agent,610,1817724,1,goal,none,4.9260,3.3391
Agent,611,1818136,1,goal,none,4.9176,4.7578
Agent,612,1818214,1,goal,none,4.9844,4.3180
Agent,613,1818357,1,goal,none,4.9714,10.6347
Agent,614,1823357,0,timeout,timeout,-0.9999,25.6716
Agent,615,1823519,1,goal,none,4.9676,3.6304
Agent,616,1823635,1,goal,none,4.9768,11.8796
Agent,617,1828635,0,timeout,timeout,-0.9999,25.6672
Agent,618,1829118,1,goal,none,4.9034,12.3920
Agent,619,1834118,0,timeout,timeout,-0.9999,24.0990
Agent,620,1834728,1,goal,none,4.8780,7.4428
Agent,621,1834899,1,goal,none,4.9658,11.9944
Agent,622,1835164,1,goal,none,4.9470,10.9461
Agent,623,1835307,1,goal,none,4.9714,4.1090
Agent,624,1838270,1,goal,none,4.4074,7.9475
Agent,625,1838316,1,goal,none,4.9908,2.6017
Agent,626,1839381,1,goal,none,4.7870,9.1144
Agent,627,1839464,1,goal,none,4.9834,10.9395
Agent,628,1844464,0,timeout,timeout,-0.9999,25.6724
Agent,629,1844688,1,goal,none,4.9552,2.7153
Agent,630,1844767,1,goal,none,4.9842,4.6245
Agent,631,1845430,1,goal,none,4.8674,9.0965
Agent,632,1847586,1,goal,none,4.5688,10.7802
Agent,633,1849942,1,goal,none,4.5288,12.4401
Agent,634,1850930,1,goal,none,4.8024,10.6603
Agent,635,1851555,1,goal,none,4.8750,10.8493
Agent,636,1851771,1,goal,none,4.9568,9.0138
Agent,637,1851951,1,goal,none,4.9640,6.0219
Agent,638,1853593,1,goal,none,4.6716,12.3915
Agent,639,1853865,1,goal,none,4.9456,2.5591
Agent,640,1854845,1,goal,none,4.8040,10.7659
Agent,641,1855665,1,goal,none,4.8360,10.5868
Agent,642,1855754,1,goal,none,4.9822,2.7907
Agent,643,1855964,1,goal,none,4.9580,4.0180
Agent,644,1856353,1,goal,none,4.9222,11.2995
Agent,645,1856400,1,goal,none,4.9906,3.3413
Agent,646,1856904,1,goal,none,4.8992,11.0803
Agent,647,1858611,1,goal,none,4.6586,4.5745
Agent,648,1858746,1,goal,none,4.9730,2.5628
Agent,649,1859333,1,goal,none,4.8826,11.3210
Agent,650,1859573,1,goal,none,4.9520,11.7178
Agent,651,1859752,1,goal,none,4.9642,6.2814
Agent,652,1864752,0,timeout,timeout,-0.9999,25.6618
Agent,653,1864839,1,goal,none,4.9826,6.8970
Agent,654,1865151,1,goal,none,4.9376,11.0071
Agent,655,1870151,0,timeout,timeout,-0.9999,25.2097
Agent,656,1870216,1,goal,none,4.9870,3.1175
Agent,657,1870339,1,goal,none,4.9754,2.8825
Agent,658,1870474,1,goal,none,4.9730,4.7495
Agent,659,1870916,1,goal,none,4.9116,7.2307
Agent,660,1872243,1,goal,none,4.7346,8.9338
Agent,661,1872379,1,goal,none,4.9728,11.7532
Agent,662,1872550,1,goal,none,4.9658,11.3962
Agent,663,1872797,1,goal,none,4.9506,6.1446
Agent,664,1873138,1,goal,none,4.9318,12.0952
Agent,665,1874313,1,goal,none,4.7650,7.0496
Agent,666,1874612,1,goal,none,4.9402,12.3881
Agent,667,1874718,1,goal,none,4.9788,7.1959
Agent,668,1874794,1,goal,none,4.9848,2.7156
Agent,669,1877318,1,goal,none,4.4952,10.1398
Agent,670,1877388,1,goal,none,4.9860,2.7377
Agent,671,1877683,1,goal,none,4.9410,9.4529
Agent,672,1877754,1,goal,none,4.9858,4.2582
Agent,673,1882754,0,timeout,timeout,-0.9999,25.6715
Agent,674,1882842,1,goal,none,4.9824,5.5652
Agent,675,1885539,1,goal,none,4.4606,8.8725
Agent,676,1885667,1,goal,none,4.9744,2.9047
Agent,677,1885829,1,goal,none,4.9676,3.4244
Agent,678,1886000,1,goal,none,4.9658,4.7297
Agent,679,1886181,1,goal,none,4.9638,3.2043
Agent,680,1886251,1,goal,none,4.9860,6.9737
Agent,681,1886606,1,goal,none,4.9290,2.5521
Agent,682,1891606,0,timeout,timeout,-0.9999,25.6722
Agent,683,1892588,1,goal,none,4.8036,4.6996
Agent,684,1893050,1,goal,none,4.9076,11.6598
Agent,685,1893656,1,goal,none,4.8788,11.9370
Agent,686,1894439,1,goal,none,4.8434,10.4076
Agent,687,1894514,1,goal,none,4.9850,12.0587
Agent,688,1894844,1,goal,none,4.9340,11.7717
Agent,689,1894898,1,goal,none,4.9892,6.1893
Agent,690,1895240,1,goal,none,4.9316,3.3280
Agent,691,1900240,0,timeout,timeout,-0.9999,25.6676
Agent,692,1905240,0,timeout,timeout,-0.9999,25.6707
Agent,693,1905987,1,goal,none,4.8506,11.6707
Agent,694,1906045,1,goal,none,4.9884,6.8499
