agent_id,episode_id,training_step,success,end_reason,episode_reward,episode_length,time_to_goal,start_block_goal_distance,final_block_goal_distance,normalized_block_progress,final_goal_error,start_block_x,start_block_y,start_block_z,end_block_x,end_block_y,end_block_z,goal_x,goal_y,goal_z
Agent,137,639298,0,timeout,-0.9999,5000,-1,8.7720,12.9710,-0.4787,12.9710,-4.1696,1.0000,2.8514,12.1266,0.3750,5.9143,0.0001,-0.0300,10.5000
Agent,138,644298,0,timeout,-0.9999,5000,-1,13.4513,14.8598,-0.1047,14.8598,-2.3823,1.0000,-3.7312,-3.7330,0.3750,-4.2511,10.5000,-0.0300,-0.0001
Agent,139,649298,0,timeout,-0.9999,5000,-1,15.0019,11.0264,0.2650,11.0264,-1.0465,1.0000,-4.4299,8.0779,0.3750,3.0057,0.0001,-0.0300,10.5000
Agent,140,654298,0,timeout,-0.9999,5000,-1,15.5091,16.9547,-0.0932,16.9547,1.0929,1.0000,-4.9362,5.3273,0.3750,-5.5910,0.0001,-0.0300,10.5000
Agent,141,659298,0,timeout,-0.9999,5000,-1,15.7745,17.0687,-0.0820,17.0687,2.1391,1.0000,-5.0949,0.4375,0.3750,-6.5583,0.0001,-0.0300,10.5000
Agent,142,664298,0,timeout,-0.9999,5000,-1,14.3324,14.3010,0.0022,14.3010,4.4816,1.0000,3.0746,4.4816,0.3750,3.0746,-0.0001,-0.0300,-10.5000
Agent,143,667941,1,goal,4.2714,3643,3643,9.8276,8.9683,0.0874,8.9683,5.8068,1.0000,-2.6386,8.5954,0.3750,-7.9733,-0.0001,-0.0300,-10.5000
Agent,144,672941,0,timeout,-0.9999,5000,-1,12.3634,12.3300,0.0027,12.3300,-5.1647,1.0000,-0.6856,-5.2128,0.3750,-0.6665,0.0001,-0.0300,10.5000
Agent,145,677941,0,timeout,-0.9999,5000,-1,15.7195,17.9564,-0.1423,17.9564,-5.1260,1.0000,1.3667,-4.0871,0.3750,10.4635,10.5000,-0.0300,-0.0001
Agent,146,682941,0,timeout,-0.9999,5000,-1,14.1939,12.4744,0.1211,12.4744,-2.5657,1.0000,5.4491,7.6014,0.3750,-12.1263,10.5000,-0.0300,-0.0001
Agent,147,687941,0,timeout,-0.9999,5000,-1,9.5730,18.4137,-0.9235,18.4137,-1.0497,1.0000,-1.1280,3.8354,0.3750,11.5499,-10.5000,-0.0300,0.0001
Agent,148,692941,0,timeout,-0.9999,5000,-1,13.4262,21.4314,-0.5962,21.4314,1.1707,1.0000,-2.8353,-12.1086,0.3750,-7.1783,0.0001,-0.0300,10.5000
Agent,149,697042,1,goal,4.1798,4101,4101,13.2765,6.6902,0.4961,6.6902,3.3292,1.0000,2.3110,-6.1849,0.3750,-7.9814,-0.0001,-0.0300,-10.5000
Agent,150,702042,0,timeout,-0.9999,5000,-1,13.3733,15.5356,-0.1617,15.5356,-3.8774,1.0000,-2.2573,-12.1229,0.3750,0.7932,0.0001,-0.0300,10.5000
Agent,151,707042,0,timeout,-0.9999,5000,-1,5.1411,7.1030,-0.3816,7.1030,-0.2141,1.0000,5.4677,6.5940,0.3750,7.8908,0.0001,-0.0300,10.5000
Agent,152,712042,0,timeout,-0.9999,5000,-1,14.7777,20.5176,-0.3884,20.5176,4.5497,1.0000,-3.5222,12.1259,0.3750,-6.0461,0.0001,-0.0300,10.5000
Agent,153,717042,0,timeout,-0.9999,5000,-1,12.0272,8.2617,0.3131,8.2617,-1.4831,1.0000,-0.0094,4.8745,0.3750,6.0369,10.5000,-0.0300,-0.0001
Agent,154,722042,0,timeout,-0.9999,5000,-1,6.7438,5.2596,0.2201,5.2596,5.4328,1.0000,4.3290,5.3108,0.3750,0.7562,10.5000,-0.0300,-0.0001
Agent,155,726142,1,goal,4.1800,4100,4100,13.5063,7.5225,0.4430,7.5225,1.5170,1.0000,-2.8813,-7.0813,0.3750,7.9945,0.0001,-0.0300,10.5000
Agent,156,731142,0,timeout,-0.9999,5000,-1,14.1411,22.7231,-0.6069,22.7231,-3.2822,1.0000,-2.9935,-11.9049,0.3750,3.7677,10.5000,-0.0300,-0.0001
Agent,157,736142,0,timeout,-0.9999,5000,-1,10.0198,20.6957,-1.0655,20.6957,4.0513,1.0000,1.3938,-2.2698,0.3750,-10.0669,0.0001,-0.0300,10.5000
Agent,158,741142,0,timeout,-0.9999,5000,-1,9.1480,16.5812,-0.8126,16.5812,3.8117,1.0000,-2.2481,12.1258,0.3750,0.8020,-0.0001,-0.0300,-10.5000
Agent,159,746142,0,timeout,-0.9999,5000,-1,15.7505,17.2696,-0.0964,17.2696,-5.0239,1.0000,-2.4550,-1.7906,0.3750,12.1250,10.5000,-0.0300,-0.0001
Agent,160,748675,1,goal,4.4934,2533,2533,14.4815,11.7097,0.1914,11.7097,-5.9481,1.0000,-2.6632,-11.4269,0.3750,7.9746,0.0001,-0.0300,10.5000
Agent,161,753675,0,timeout,-0.9999,5000,-1,6.6292,18.5638,-1.8003,18.5638,-5.0624,1.0000,3.6495,3.5743,0.3750,12.0981,-10.5000,-0.0300,0.0001
Agent,162,754673,1,goal,4.8004,998,998,6.9371,2.9407,0.5761,2.9407,-1.6149,1.0000,3.8326,-1.4701,0.3750,7.9855,0.0001,-0.0300,10.5000
Agent,163,759673,0,timeout,-0.9999,5000,-1,8.0900,13.3478,-0.6499,13.3478,5.1466,1.0000,-5.9774,4.9345,0.3750,-12.1255,10.5000,-0.0300,-0.0001
Agent,164,764673,0,timeout,-0.9999,5000,-1,13.0906,4.7116,0.6401,4.7116,-1.5222,1.0000,-2.4609,0.7897,0.3750,5.8728,0.0001,-0.0300,10.5000
Agent,165,769673,0,timeout,-0.9999,5000,-1,9.4106,6.8222,0.2751,6.8222,1.3232,1.0000,-1.8126,3.8092,0.3750,-1.2695,10.5000,-0.0300,-0.0001
Agent,166,774673,0,timeout,-0.9999,5000,-1,13.4460,13.4697,-0.0018,13.4697,-2.8275,1.0000,1.4529,-2.8803,0.3750,1.4949,10.5000,-0.0300,-0.0001
Agent,167,776672,1,goal,4.6002,1999,1999,7.0289,4.5200,0.3569,4.5200,5.0193,1.0000,4.2786,7.9741,0.3750,3.7264,10.5000,-0.0300,-0.0001
Agent,168,781672,0,timeout,-0.9999,5000,-1,15.1531,16.2999,-0.0757,16.2999,0.3346,1.0000,4.6143,12.1264,0.3750,0.3844,-0.0001,-0.0300,-10.5000
Agent,169,786672,0,timeout,-0.9999,5000,-1,6.8570,6.7913,0.0096,6.7913,-4.4963,1.0000,-5.4264,-4.4963,0.3750,-5.4264,-0.0001,-0.0300,-10.5000
Agent,170,791672,0,timeout,-0.9999,5000,-1,16.1969,13.4960,0.1668,13.4960,5.6362,1.0000,0.9499,0.2877,0.3750,-8.0995,-10.5000,-0.0300,0.0001
Agent,171,796672,0,timeout,-0.9999,5000,-1,10.8847,13.1962,-0.2124,13.1962,-1.2860,1.0000,5.7025,2.2199,0.3750,3.4900,-10.5000,-0.0300,0.0001
Agent,172,798799,1,goal,4.5746,2127,2127,7.4434,3.8527,0.4824,3.8527,3.7786,1.0000,-4.1703,2.9183,0.3750,-8.0176,-0.0001,-0.0300,-10.5000
Agent,173,803799,0,timeout,-0.9999,5000,-1,15.2230,13.2675,0.1285,13.2675,-6.1539,1.0000,3.3855,-1.7960,0.3750,2.6391,-0.0001,-0.0300,-10.5000
Agent,174,808799,0,timeout,-0.9999,5000,-1,6.4265,12.4172,-0.9322,12.4172,0.6182,1.0000,-4.1868,-12.1236,0.3750,-7.8461,-0.0001,-0.0300,-10.5000
Agent,175,813799,0,timeout,-0.9999,5000,-1,15.9235,22.7959,-0.4316,22.7959,4.8973,1.0000,-4.6167,2.7532,0.3750,-12.1254,0.0001,-0.0300,10.5000
Agent,176,818799,0,timeout,-0.9999,5000,-1,12.8657,21.7067,-0.6872,21.7067,5.5897,1.0000,1.0421,-1.0125,0.3750,11.1793,-0.0001,-0.0300,-10.5000
Agent,177,823799,0,timeout,-0.9999,5000,-1,16.8420,17.6288,-0.0467,17.6288,-2.5121,1.0000,-6.1217,-12.1249,0.3750,-2.2905,0.0001,-0.0300,10.5000
Agent,178,828799,0,timeout,-0.9999,5000,-1,14.9866,17.0208,-0.1357,17.0208,0.3231,1.0000,-4.4477,0.4813,0.3750,-6.5092,0.0001,-0.0300,10.5000
Agent,179,833799,0,timeout,-0.9999,5000,-1,17.0481,24.5982,-0.4429,24.5982,-4.8600,1.0000,-5.8082,-11.4507,0.3750,-11.2667,0.0001,-0.0300,10.5000
Agent,180,838799,0,timeout,-0.9999,5000,-1,11.7520,12.5116,-0.0646,12.5116,5.1208,1.0000,0.0274,-1.6975,0.3750,1.8893,-0.0001,-0.0300,-10.5000
Agent,181,843799,0,timeout,-0.9999,5000,-1,10.0838,22.7245,-1.2536,22.7245,0.7955,1.0000,-2.5388,-12.1247,0.3750,2.0880,10.5000,-0.0300,-0.0001
Agent,182,848799,0,timeout,-0.9999,5000,-1,13.3951,4.2226,0.6848,4.2226,2.3854,1.0000,-3.5119,-6.7689,0.3750,-1.9350,-10.5000,-0.0300,0.0001
Agent,183,853799,0,timeout,-0.9999,5000,-1,5.6040,16.9430,-2.0234,16.9430,-0.9107,1.0000,-5.0673,-12.1263,0.3750,1.3261,-0.0001,-0.0300,-10.5000
Agent,184,858799,0,timeout,-0.9999,5000,-1,15.9155,24.8411,-0.5608,24.8411,2.8257,1.0000,-5.1287,10.6644,0.3750,-11.9318,0.0001,-0.0300,10.5000
Agent,185,863799,0,timeout,-0.9999,5000,-1,15.7703,23.3849,-0.4828,23.3849,-1.5669,1.0000,-5.1584,-5.8950,0.3750,-12.1260,0.0001,-0.0300,10.5000
Agent,186,868799,0,timeout,-0.9999,5000,-1,6.4020,13.4003,-1.0931,13.4003,-4.6924,1.0000,2.4895,-4.8092,0.3750,12.1252,-10.5000,-0.0300,0.0001
Agent,187,873799,0,timeout,-0.9999,5000,-1,10.6578,14.2737,-0.3393,14.2737,1.7832,1.0000,-0.0431,-3.1481,0.3750,3.4163,-0.0001,-0.0300,-10.5000
Agent,188,874700,1,goal,4.8198,901,901,5.2994,4.4471,0.1608,4.4471,0.1499,1.0000,5.3039,3.6492,0.3750,7.9908,0.0001,-0.0300,10.5000
Agent,189,879700,0,timeout,-0.9999,5000,-1,7.7940,22.9579,-1.9456,22.9579,4.2705,1.0000,-4.0620,-12.1260,0.3750,8.9901,-0.0001,-0.0300,-10.5000
Agent,190,884700,0,timeout,-0.9999,5000,-1,12.2522,19.9314,-0.6268,19.9314,3.3763,1.0000,1.2326,-8.6739,0.3750,7.4405,-0.0001,-0.0300,-10.5000
Agent,191,889700,0,timeout,-0.9999,5000,-1,5.7258,22.6289,-2.9521,22.6289,0.2570,1.0000,-4.8735,-0.0464,0.3750,12.1252,-0.0001,-0.0300,-10.5000
Agent,192,891833,1,goal,4.5734,2133,2133,8.7945,7.8017,0.1129,7.8017,3.5564,1.0000,5.2979,8.0077,0.3750,7.3817,10.5000,-0.0300,-0.0001
Agent,193,896833,0,timeout,-0.9999,5000,-1,7.6351,8.5548,-0.1205,8.5548,1.4572,1.0000,-3.0764,-5.0480,0.3750,-3.6052,-0.0001,-0.0300,-10.5000
Agent,194,901833,0,timeout,-0.9999,5000,-1,7.4832,6.7294,0.1007,6.7294,-3.7751,1.0000,3.1167,-7.4703,0.3750,5.9952,-10.5000,-0.0300,0.0001
Agent,195,906833,0,timeout,-0.9999,5000,-1,6.4610,9.6988,-0.5011,9.6988,-3.2855,1.0000,-5.0328,-8.9920,0.3750,-6.8878,-0.0001,-0.0300,-10.5000
Agent,196,911833,0,timeout,-0.9999,5000,-1,8.5636,8.5111,0.0061,8.5111,-3.6694,1.0000,5.0614,-3.6694,0.3750,5.0614,-10.5000,-0.0300,0.0001
Agent,197,916833,0,timeout,-0.9999,5000,-1,7.2684,13.4024,-0.8439,13.4024,-3.4725,1.0000,1.5439,-4.8045,0.3750,12.1254,-10.5000,-0.0300,0.0001
Agent,198,921833,0,timeout,-0.9999,5000,-1,15.8627,22.5517,-0.4217,22.5517,2.0235,1.0000,-5.1993,-1.5096,0.3750,-11.9974,0.0001,-0.0300,10.5000
Agent,199,926833,0,timeout,-0.9999,5000,-1,17.1164,17.7285,-0.0358,17.7285,4.2517,1.0000,-6.0479,1.2538,0.3750,-7.1794,0.0001,-0.0300,10.5000
Agent,200,931833,0,timeout,-0.9999,5000,-1,14.5208,18.2015,-0.2535,18.2015,-4.1964,1.0000,3.3630,9.5327,0.3750,5.0003,-0.0001,-0.0300,-10.5000
Agent,201,934277,1,goal,4.5112,2444,2444,4.7861,3.4573,0.2776,3.4573,-5.8424,1.0000,-0.3903,-7.9855,0.3750,2.3381,-10.5000,-0.0300,0.0001
Agent,202,939277,0,timeout,-0.9999,5000,-1,5.0808,13.6420,-1.6850,13.6420,0.0668,1.0000,-5.5251,-12.1256,0.3750,-4.2619,-0.0001,-0.0300,-10.5000
Agent,203,944277,0,timeout,-0.9999,5000,-1,13.8523,21.3023,-0.5378,21.3023,2.1728,1.0000,5.4979,10.5649,0.3750,3.1459,-10.5000,-0.0300,0.0001
Agent,204,949277,0,timeout,-0.9999,5000,-1,13.6738,12.5014,0.0857,12.5014,5.7199,1.0000,-1.8773,-11.1039,0.3750,4.7708,0.0001,-0.0300,10.5000
Agent,205,950257,1,goal,4.8040,980,980,5.7144,5.0275,0.1202,5.0275,-5.4165,1.0000,2.3984,-8.0179,0.3750,4.3534,-10.5000,-0.0300,0.0001
Agent,206,955257,0,timeout,-0.9999,5000,-1,17.3589,20.9200,-0.2051,20.9200,-4.8534,1.0000,-6.1347,-6.1167,0.3750,-9.5017,0.0001,-0.0300,10.5000
Agent,207,960257,0,timeout,-0.9999,5000,-1,10.6182,15.1145,-0.4235,15.1145,0.0556,1.0000,0.5142,-1.4854,0.3750,12.1253,-10.5000,-0.0300,0.0001
Agent,208,965257,0,timeout,-0.9999,5000,-1,15.6346,8.6926,0.4440,8.6926,4.9896,1.0000,-1.8573,-6.4043,0.3750,-7.6565,-10.5000,-0.0300,0.0001
Agent,209,970257,0,timeout,-0.9999,5000,-1,15.9775,20.8694,-0.3062,20.8694,5.0759,1.0000,-3.4070,10.2249,0.3750,-2.4175,-10.5000,-0.0300,0.0001
Agent,210,975257,0,timeout,-0.9999,5000,-1,15.7398,23.7218,-0.5071,23.7218,-4.0922,1.0000,-5.8093,-12.1259,0.3750,-7.1156,10.5000,-0.0300,-0.0001
Agent,211,980257,0,timeout,-0.9999,5000,-1,10.2421,23.0100,-1.2466,23.0100,-1.8483,1.0000,5.3841,12.1258,0.3750,4.1681,-10.5000,-0.0300,0.0001
Agent,212,984445,1,goal,4.1624,4188,4188,14.8733,2.5215,0.8305,2.5215,-5.2065,1.0000,3.3941,0.1644,0.3750,-8.0166,-0.0001,-0.0300,-10.5000
Agent,213,988937,1,goal,4.1016,4492,4492,11.6133,3.2342,0.7215,3.2342,-0.7149,1.0000,2.8341,7.9783,0.3750,-1.9844,10.5000,-0.0300,-0.0001
Agent,214,993937,0,timeout,-0.9999,5000,-1,15.3276,23.1017,-0.5072,23.1017,-3.8119,1.0000,-5.3894,-12.1261,0.3750,-4.6460,10.5000,-0.0300,-0.0001
Agent,215,998719,1,goal,4.0437,4782,4782,11.4360,10.4659,0.0848,10.4659,0.6849,1.0000,-2.1488,-7.9812,0.3750,-10.1501,-10.5000,-0.0300,0.0001
Agent,216,1003487,1,goal,4.0465,4768,4768,12.3783,2.5579,0.7934,2.5579,0.3915,1.0000,-5.7909,-7.9754,0.3750,0.0739,-10.5000,-0.0300,0.0001
Agent,217,1008487,0,timeout,-0.9999,5000,-1,16.1651,20.9707,-0.2973,20.9707,3.9320,1.0000,5.1457,12.1260,0.3750,6.6045,-0.0001,-0.0300,-10.5000
Agent,218,1013487,0,timeout,-0.9999,5000,-1,7.0028,20.5944,-1.9409,20.5944,5.6082,1.0000,4.9039,-8.1842,0.3750,8.6524,10.5000,-0.0300,-0.0001
Agent,219,1018487,0,timeout,-0.9999,5000,-1,13.2650,18.2073,-0.3726,18.2073,3.9413,1.0000,2.1240,12.1261,0.3750,3.0756,-0.0001,-0.0300,-10.5000
Agent,220,1023487,0,timeout,-0.9999,5000,-1,15.2211,16.8419,-0.1065,16.8419,1.1137,1.0000,4.6453,11.6957,0.3750,1.6116,-0.0001,-0.0300,-10.5000
Agent,221,1028487,0,timeout,-0.9999,5000,-1,17.3637,16.1805,0.0681,16.1805,4.5119,1.0000,6.2355,12.1257,0.3750,0.2056,-0.0001,-0.0300,-10.5000
Agent,222,1030704,1,goal,4.5566,2217,2217,5.6479,7.6183,-0.3489,7.6183,-5.6979,1.0000,2.7889,-7.9713,0.3742,7.1751,-10.5000,-0.0300,0.0001
Agent,223,1035704,0,timeout,-0.9999,5000,-1,16.5644,13.3818,0.1921,13.3818,4.2766,1.0000,5.4696,12.1256,0.3750,-4.8541,-0.0001,-0.0300,-10.5000
Agent,224,1040704,0,timeout,-0.9999,5000,-1,12.3388,23.3526,-0.8926,23.3526,1.4437,1.0000,-2.9210,9.4538,0.3750,-12.1253,-10.5000,-0.0300,0.0001
Agent,225,1041152,1,goal,4.9104,448,448,15.0012,2.6065,0.8262,2.6065,4.3543,1.0000,-1.8226,-7.9939,0.3750,0.5910,-10.5000,-0.0300,0.0001
Agent,226,1046152,0,timeout,-0.9999,5000,-1,15.5148,21.9490,-0.4147,21.9490,4.9760,1.0000,0.3781,7.7931,0.3750,-12.1225,-10.5000,-0.0300,0.0001
Agent,227,1051152,0,timeout,-0.9999,5000,-1,11.9714,23.8826,-0.9950,23.8826,0.4161,1.0000,4.8055,11.9798,0.3750,-8.0543,-10.5000,-0.0300,0.0001
Agent,228,1051988,1,goal,4.8328,836,836,5.2711,2.4773,0.5300,2.4773,5.4232,1.0000,0.9747,8.0594,0.3750,-0.1290,10.5000,-0.0300,-0.0001
Agent,229,1056988,0,timeout,-0.9999,5000,-1,10.5551,15.9714,-0.5131,15.9714,4.0821,1.0000,0.8208,12.1253,0.3750,0.1125,0.0001,-0.0300,10.5000
Agent,230,1058446,1,goal,4.7084,1458,1458,7.1609,3.2075,0.5521,3.2075,-3.4740,1.0000,-0.9230,-7.9939,0.3750,1.9607,-10.5000,-0.0300,0.0001
Agent,231,1063446,0,timeout,-0.9999,5000,-1,10.6905,24.6823,-1.3088,24.6823,-4.2455,1.0000,-0.7428,-12.1234,0.3750,10.9960,-0.0001,-0.0300,-10.5000
Agent,232,1068446,0,timeout,-0.9999,5000,-1,15.6581,16.8701,-0.0774,16.8701,-5.0131,1.0000,-1.8592,-1.2219,0.3750,12.1256,10.5000,-0.0300,-0.0001
Agent,233,1069860,1,goal,4.7172,1414,1414,7.8410,4.3718,0.4424,4.3718,-2.8299,1.0000,3.2604,-3.5513,0.3750,7.9827,0.0001,-0.0300,10.5000
Agent,234,1070202,1,goal,4.9316,342,342,11.6390,6.3201,0.4570,6.3201,-0.6644,1.0000,3.1241,8.0177,0.3750,5.7979,10.5000,-0.0300,-0.0001
Agent,235,1070299,1,goal,4.9806,97,97,12.9258,10.7097,0.1715,10.7097,4.3802,1.0000,1.6173,10.4014,0.3750,-7.9815,-0.0001,-0.0300,-10.5000
Agent,236,1075299,0,timeout,-0.9999,5000,-1,11.3303,15.3438,-0.3542,15.3438,4.2670,1.0000,-0.0545,-9.0012,0.3750,1.9196,-0.0001,-0.0300,-10.5000
Agent,237,1077240,1,goal,4.6118,1941,1941,11.2510,5.7530,0.4887,5.7530,-0.6859,1.0000,0.6336,7.9768,0.3750,5.1541,10.5000,-0.0300,-0.0001
Agent,238,1078361,1,goal,4.7758,1121,1121,7.0249,11.6838,-0.6632,11.6838,-4.7814,1.0000,3.9480,-7.9841,0.3720,11.4028,-10.5000,-0.0300,0.0001
Agent,239,1083361,0,timeout,-0.9999,5000,-1,10.6302,16.5063,-0.5528,16.5063,-0.0017,1.0000,1.2861,-0.7743,0.3750,-12.0494,10.5000,-0.0300,-0.0001
Agent,240,1088361,0,timeout,-0.9999,5000,-1,6.2595,16.4897,-1.6344,16.4897,-4.4627,1.0000,-1.2927,0.6683,0.3750,12.1251,-10.5000,-0.0300,0.0001
Agent,241,1093361,0,timeout,-0.9999,5000,-1,7.2932,23.4485,-2.2151,23.4485,-0.2096,1.0000,-3.2830,-6.1548,0.3750,12.1228,-0.0001,-0.0300,-10.5000
Agent,242,1098361,0,timeout,-0.9999,5000,-1,17.0772,23.5469,-0.3788,23.5469,-5.3844,1.0000,-6.1852,-12.1257,0.3750,-6.5093,10.5000,-0.0300,-0.0001
Agent,243,1103361,0,timeout,-0.9999,5000,-1,15.8384,20.9065,-0.3200,20.9065,-4.7959,1.0000,-4.5596,-12.0278,0.3750,-6.5952,0.0001,-0.0300,10.5000
Agent,244,1108361,0,timeout,-0.9999,5000,-1,6.9637,25.1493,-2.6115,25.1493,-2.4173,1.0000,-4.0510,-11.0325,0.3750,12.0967,-0.0001,-0.0300,-10.5000
Agent,245,1113361,0,timeout,-0.9999,5000,-1,14.3664,22.3492,-0.5557,22.3492,-5.3977,1.0000,2.7740,-4.0191,0.3750,11.4811,-0.0001,-0.0300,-10.5000
Agent,246,1114115,1,goal,4.8492,754,754,9.4604,2.5533,0.7301,2.5533,-5.6019,1.0000,2.9464,0.0556,0.3750,7.9796,0.0001,-0.0300,10.5000
Agent,247,1119115,0,timeout,-0.9999,5000,-1,10.5881,22.1477,-1.0918,22.1477,5.0208,1.0000,1.2350,-12.0192,0.3750,-8.0982,0.0001,-0.0300,10.5000
Agent,248,1119641,1,goal,4.8948,526,526,8.2866,12.2708,-0.4808,12.2708,-3.4673,1.0000,4.2603,-7.9959,0.3750,12.0058,-10.5000,-0.0300,0.0001
Agent,249,1124641,0,timeout,-0.9999,5000,-1,7.1832,23.7088,-2.3006,23.7088,3.5670,1.0000,-1.5720,-12.1263,0.3750,-7.0709,10.5000,-0.0300,-0.0001
Agent,250,1129641,0,timeout,-0.9999,5000,-1,17.6159,24.4444,-0.3876,24.4444,-5.3894,1.0000,-6.2395,-12.1251,0.3750,-10.7213,0.0001,-0.0300,10.5000
Agent,251,1130086,1,goal,4.9110,445,445,6.7062,9.2713,-0.3825,9.2713,0.1727,1.0000,3.8756,8.9213,0.3749,8.0088,0.0001,-0.0300,10.5000
Agent,252,1130171,1,goal,4.9830,85,85,7.5768,2.6718,0.6474,2.6718,3.4648,1.0000,2.6178,7.9945,0.3750,0.8347,10.5000,-0.0300,-0.0001
Agent,253,1135171,0,timeout,-0.9999,5000,-1,11.0174,13.1025,-0.1893,13.1025,1.2027,1.0000,0.4030,11.7117,0.3750,-4.6394,-0.0001,-0.0300,-10.5000
Agent,254,1140171,0,timeout,-0.9999,5000,-1,16.3901,18.8520,-0.1502,18.8520,4.8331,1.0000,5.1274,12.1257,0.3750,3.9291,-0.0001,-0.0300,-10.5000
Agent,255,1145171,0,timeout,-0.9999,5000,-1,9.0343,25.6059,-1.8343,25.6059,-2.1546,1.0000,3.3034,12.0495,0.3750,12.1252,-10.5000,-0.0300,0.0001
Agent,256,1150171,0,timeout,-0.9999,5000,-1,17.5029,17.4823,0.0012,17.4823,5.0284,1.0000,6.2334,12.1251,0.3750,2.0875,-0.0001,-0.0300,-10.5000
Agent,257,1155171,0,timeout,-0.9999,5000,-1,15.1461,17.2629,-0.1398,17.2629,-4.0043,1.0000,4.2387,-1.7830,0.3750,12.1231,10.5000,-0.0300,-0.0001
Agent,258,1155461,1,goal,4.9420,290,290,8.2453,11.9570,-0.4502,11.9570,-4.5738,1.0000,5.6395,-7.9818,0.3735,11.6820,-10.5000,-0.0300,0.0001
Agent,259,1155939,1,goal,4.9044,478,478,10.9355,3.2855,0.6996,3.2855,-0.4381,1.0000,-4.1570,-8.0039,0.3750,-2.0975,-10.5000,-0.0300,0.0001
Agent,260,1156035,1,goal,4.9808,96,96,10.8354,9.1120,0.1590,9.1120,-1.3184,1.0000,-5.6606,-8.0104,0.3750,-8.7559,-10.5000,-0.0300,0.0001
Agent,261,1161035,0,timeout,-0.9999,5000,-1,6.6006,19.2577,-1.9175,19.2577,-4.0123,1.0000,5.3611,12.1250,0.3750,-4.4560,0.0001,-0.0300,10.5000
Agent,262,1166035,0,timeout,-0.9999,5000,-1,5.4297,24.1723,-3.4519,24.1723,5.1689,1.0000,0.0031,-12.1258,0.3750,-8.4979,10.5000,-0.0300,-0.0001
Agent,263,1171035,0,timeout,-0.9999,5000,-1,10.4980,23.1712,-1.2072,23.1712,1.1691,1.0000,-4.6991,-12.1254,0.3750,-4.9833,10.5000,-0.0300,-0.0001
Agent,264,1176035,0,timeout,-0.9999,5000,-1,9.3501,13.4844,-0.4422,13.4844,-1.2244,1.0000,1.2879,12.1263,0.3750,4.6161,0.0001,-0.0300,10.5000
Agent,265,1176785,1,goal,4.8500,750,750,10.9804,3.7784,0.6559,3.7784,0.3854,1.0000,-1.0071,-7.9767,0.3750,-2.7830,-10.5000,-0.0300,0.0001
Agent,266,1181785,0,timeout,-0.9999,5000,-1,15.5407,24.9367,-0.6046,24.9367,-2.4604,1.0000,-4.8100,10.4769,0.3750,-12.1255,0.0001,-0.0300,10.5000
Agent,267,1183106,1,goal,4.7358,1321,1321,6.2571,7.1142,-0.1370,7.1142,-1.2727,1.0000,4.4609,6.6462,0.3750,7.9945,0.0001,-0.0300,10.5000
Agent,268,1183892,1,goal,4.8428,786,786,6.3550,6.9160,-0.0883,6.9160,-3.9389,1.0000,5.6206,6.4286,0.3709,7.9811,0.0001,-0.0300,10.5000
Agent,269,1188892,0,timeout,-0.9999,5000,-1,16.1912,19.3389,-0.1944,19.3389,4.8793,1.0000,-4.9570,4.5602,0.3750,-12.1251,-10.5000,-0.0300,0.0001
Agent,270,1193892,0,timeout,-0.9999,5000,-1,8.0553,22.3453,-1.7740,22.3453,-2.6842,1.0000,-1.6551,11.8351,0.3750,0.5424,-10.5000,-0.0300,0.0001
Agent,271,1194432,1,goal,4.8920,540,540,7.1745,4.1735,0.4183,4.1735,3.5716,1.0000,-4.3636,3.3119,0.3750,-7.9931,-0.0001,-0.0300,-10.5000
Agent,272,1195412,1,goal,4.8040,980,980,15.2954,12.4634,0.1852,12.4634,3.9388,1.0000,-4.9405,-7.9797,0.3720,12.1994,-10.5000,-0.0300,0.0001
Agent,273,1200412,0,timeout,-0.9999,5000,-1,8.6764,17.4991,-1.0169,17.4991,2.6929,1.0000,3.6424,-2.1106,0.3750,12.1254,10.5000,-0.0300,-0.0001
Agent,274,1205412,0,timeout,-0.9999,5000,-1,17.0657,22.3311,-0.3085,22.3311,-5.7697,1.0000,5.0472,-8.2481,0.3750,12.1252,10.5000,-0.0300,-0.0001
Agent,275,1205684,1,goal,4.9456,272,272,6.9577,7.5789,-0.0893,7.5789,3.9134,1.0000,1.9911,7.9726,0.3705,-7.1340,10.5000,-0.0300,-0.0001
Agent,276,1207862,1,goal,4.5644,2178,2178,11.7464,2.5209,0.7854,2.5209,-3.2071,1.0000,0.7531,0.7738,0.3750,-8.1353,-0.0001,-0.0300,-10.5000
Agent,277,1212862,0,timeout,-0.9999,5000,-1,15.8920,19.8425,-0.2486,19.8425,4.9234,1.0000,-3.6895,5.2005,0.3750,-12.1265,-10.5000,-0.0300,0.0001
Agent,278,1213861,1,goal,4.8002,999,999,6.9150,3.6249,0.4758,3.6249,4.8783,1.0000,3.8924,7.9984,0.3750,2.5918,10.5000,-0.0300,-0.0001
Agent,279,1213977,1,goal,4.9768,116,116,11.0987,2.7002,0.7567,2.7002,0.2014,1.0000,-2.7565,-7.9717,0.3750,0.8571,-10.5000,-0.0300,0.0001
Agent,280,1214700,1,goal,4.8554,723,723,12.1750,5.8521,0.5193,5.8521,0.7920,1.0000,-4.4340,-7.9866,0.3750,-5.2692,-10.5000,-0.0300,0.0001
