agent_id,episode_id,training_step,success,end_reason,start_block_goal_distance,final_block_goal_distance,normalized_block_progress,progress_rate,final_goal_error
Agent,42,210000,0,timeout,7.1076,7.0443,0.0089,0.0000,7.0443
Agent,43,215000,0,timeout,15.4747,15.4457,0.0019,0.0000,15.4457
Agent,44,220000,0,timeout,8.2337,8.1790,0.0066,0.0000,8.1790
Agent,45,225000,0,timeout,8.0808,8.0251,0.0069,0.0000,8.0251
Agent,46,230000,0,timeout,14.7245,14.6940,0.0021,0.0000,14.6940
Agent,47,235000,0,timeout,15.3591,16.4133,-0.0686,0.0000,16.4133
Agent,48,240000,0,timeout,15.9818,15.9538,0.0018,0.0000,15.9538
Agent,49,245000,0,timeout,10.9793,10.9384,0.0037,0.0000,10.9384
Agent,50,250000,0,timeout,16.4321,16.4048,0.0017,0.0000,16.4048
Agent,51,255000,0,timeout,5.7727,5.6945,0.0135,0.0000,5.6945
Agent,52,260000,0,timeout,15.4440,15.4150,0.0019,0.0000,15.4150
Agent,53,265000,0,timeout,13.0496,14.0632,-0.0777,0.0000,14.0632
Agent,54,270000,0,timeout,7.7776,7.7197,0.0074,0.0000,7.7197
Agent,55,275000,0,timeout,9.1717,9.1227,0.0053,0.0000,9.1227
Agent,56,280000,0,timeout,12.6984,12.6630,0.0028,0.0000,12.6630
Agent,57,285000,0,timeout,8.6095,8.5573,0.0061,0.0000,8.5573
Agent,58,290000,0,timeout,15.2436,15.2142,0.0019,0.0000,15.2142
Agent,59,295000,0,timeout,8.7218,9.1019,-0.0436,0.0000,9.1019
Agent,60,300000,0,timeout,12.6009,12.5652,0.0028,0.0000,12.5652
Agent,61,305000,0,timeout,8.3672,8.3135,0.0064,0.0000,8.3135
Agent,62,310000,0,timeout,12.6743,11.3979,0.1007,0.0000,11.3979
Agent,63,315000,0,timeout,15.7290,15.1484,0.0369,0.0000,15.1484
Agent,64,320000,0,timeout,7.6900,7.1174,0.0745,0.0000,7.1174
Agent,65,325000,0,timeout,8.5529,8.5003,0.0061,0.0000,8.5003
Agent,66,330000,0,timeout,12.8079,12.7729,0.0027,0.0000,12.7729
Agent,67,335000,0,timeout,12.9105,18.0095,-0.3950,-0.0001,18.0095
Agent,68,340000,0,timeout,13.4381,8.6078,0.3594,0.0001,8.6078
Agent,69,345000,0,timeout,9.7008,9.6545,0.0048,0.0000,9.6545
Agent,70,350000,0,timeout,13.1742,13.1401,0.0026,0.0000,13.1401
Agent,71,355000,0,timeout,8.0976,8.0420,0.0069,0.0000,8.0420
Agent,72,360000,0,timeout,11.8247,11.7867,0.0032,0.0000,11.7867
Agent,73,365000,0,timeout,15.8034,15.7750,0.0018,0.0000,15.7750
Agent,74,370000,0,timeout,15.3116,15.2823,0.0019,0.0000,15.2823
Agent,75,375000,0,timeout,14.6194,14.5887,0.0021,0.0000,14.5887
Agent,76,380000,0,timeout,12.6339,12.5984,0.0028,0.0000,12.5984
Agent,77,385000,0,timeout,9.1610,11.5517,-0.2610,-0.0001,11.5517
Agent,78,390000,0,timeout,11.1647,11.1245,0.0036,0.0000,11.1245
Agent,79,395000,0,timeout,11.7665,11.7284,0.0032,0.0000,11.7284
Agent,80,400000,0,timeout,8.7177,8.6661,0.0059,0.0000,8.6661
Agent,81,405000,0,timeout,15.8718,23.6951,-0.4929,-0.0001,23.6951
Agent,82,410000,0,timeout,11.7701,11.1208,0.0552,0.0000,11.1208
Agent,83,415000,0,timeout,9.4774,9.4300,0.0050,0.0000,9.4300
Agent,84,420000,0,timeout,11.2526,13.8435,-0.2302,0.0000,13.8435
Agent,85,425000,0,timeout,7.0013,6.9370,0.0092,0.0000,6.9370
Agent,86,430000,0,timeout,13.1292,13.0950,0.0026,0.0000,13.0950
Agent,87,435000,0,timeout,12.9924,12.6204,0.0286,0.0000,12.6204
Agent,88,440000,0,timeout,14.2815,14.5019,-0.0154,0.0000,14.5019
Agent,89,445000,0,timeout,13.0226,12.9881,0.0026,0.0000,12.9881
Agent,90,450000,0,timeout,10.5498,10.5072,0.0040,0.0000,10.5072
Agent,91,455000,0,timeout,7.6972,6.9484,0.0973,0.0000,6.9484
Agent,92,460000,0,timeout,8.3847,8.3311,0.0064,0.0000,8.3311
Agent,93,465000,0,timeout,15.9043,15.8761,0.0018,0.0000,15.8761
Agent,94,470000,0,timeout,16.9589,16.9325,0.0016,0.0000,16.9325
Agent,95,475000,0,timeout,13.8342,9.6271,0.3041,0.0001,9.6271
Agent,96,480000,0,timeout,14.6347,14.6041,0.0021,0.0000,14.6041
Agent,97,485000,0,timeout,8.1841,8.1291,0.0067,0.0000,8.1291
Agent,98,490000,0,timeout,7.5558,7.4962,0.0079,0.0000,7.4962
Agent,99,495000,0,timeout,15.4140,15.3849,0.0019,0.0000,15.3849
Agent,100,500000,0,timeout,9.2667,9.2182,0.0052,0.0000,9.2182
Agent,101,505000,0,timeout,7.6756,10.7698,-0.4031,-0.0001,10.7698
Agent,102,510000,0,timeout,7.3452,7.2839,0.0083,0.0000,7.2839
Agent,103,515000,0,timeout,13.3252,13.2915,0.0025,0.0000,13.2915
Agent,104,520000,0,timeout,15.5306,15.5017,0.0019,0.0000,15.5017
Agent,105,525000,0,timeout,15.0455,15.0157,0.0020,0.0000,15.0157
Agent,106,530000,0,timeout,14.7650,14.7346,0.0021,0.0000,14.7346
Agent,107,535000,0,timeout,16.1118,16.0840,0.0017,0.0000,16.0840
Agent,108,540000,0,timeout,16.6110,16.5840,0.0016,0.0000,16.5840
Agent,109,545000,0,timeout,9.1137,8.9992,0.0126,0.0000,8.9992
Agent,110,550000,0,timeout,6.8879,9.6765,-0.4048,-0.0001,9.6765
Agent,111,555000,0,timeout,8.8808,8.4779,0.0454,0.0000,8.4779
Agent,112,560000,0,timeout,5.3619,7.9440,-0.4816,-0.0001,7.9440
Agent,113,565000,0,timeout,15.4563,22.9154,-0.4826,-0.0001,22.9154
Agent,114,570000,0,timeout,10.2892,11.3624,-0.1043,0.0000,11.3624
Agent,115,575000,0,timeout,9.4332,9.3856,0.0051,0.0000,9.3856
Agent,116,580000,0,timeout,12.0222,8.9034,0.2594,0.0001,8.9034
Agent,117,585000,0,timeout,9.8554,8.1803,0.1700,0.0000,8.1803
Agent,118,590000,0,timeout,7.5791,4.4554,0.4122,0.0001,4.4554
Agent,119,595000,0,timeout,14.6221,14.4776,0.0099,0.0000,14.4776
Agent,120,600000,0,timeout,16.3094,13.4946,0.1726,0.0000,13.4946
Agent,121,605000,0,timeout,5.7298,3.8343,0.3308,0.0001,3.8343
Agent,122,610000,0,timeout,15.3916,15.3625,0.0019,0.0000,15.3625
Agent,123,615000,0,timeout,9.0712,9.0216,0.0055,0.0000,9.0216
Agent,124,620000,0,timeout,7.3818,8.8651,-0.2009,0.0000,8.8651
Agent,125,625000,0,timeout,11.3353,16.4626,-0.4523,-0.0001,16.4626
Agent,126,630000,0,timeout,13.5719,20.8661,-0.5374,-0.0001,20.8661
Agent,127,635000,0,timeout,10.2636,18.3097,-0.7839,-0.0002,18.3097
Agent,128,640000,0,timeout,12.4495,12.7832,-0.0268,0.0000,12.7832
Agent,129,645000,0,timeout,6.6207,6.5526,0.0103,0.0000,6.5526
Agent,130,648926,1,goal,8.1769,12.0619,-0.4751,-0.0001,12.0619
Agent,131,653926,0,timeout,9.3514,4.0095,0.5712,0.0001,4.0095
Agent,132,658926,0,timeout,11.8587,16.0427,-0.3528,-0.0001,16.0427
Agent,133,663926,0,timeout,15.2389,10.9446,0.2818,0.0001,10.9446
Agent,134,668926,0,timeout,14.4210,14.3899,0.0022,0.0000,14.3899
Agent,135,673926,0,timeout,12.1513,11.4643,0.0565,0.0000,11.4643
Agent,136,678926,0,timeout,14.9154,16.1152,-0.0804,0.0000,16.1152
Agent,137,683926,0,timeout,5.8678,5.0558,0.1384,0.0000,5.0558
Agent,138,688926,0,timeout,11.4954,11.4563,0.0034,0.0000,11.4563
Agent,139,693926,0,timeout,14.9108,11.8094,0.2080,0.0000,11.8094
Agent,140,698926,0,timeout,9.6225,9.5758,0.0049,0.0000,9.5758
Agent,141,703926,0,timeout,4.8642,15.4794,-2.1823,-0.0004,15.4794
Agent,142,708926,0,timeout,11.8625,11.8246,0.0032,0.0000,11.8246
Agent,143,713926,0,timeout,8.7330,8.6815,0.0059,0.0000,8.6815
Agent,144,718926,0,timeout,7.6437,9.6127,-0.2576,-0.0001,9.6127
Agent,145,723926,0,timeout,16.3996,16.3723,0.0017,0.0000,16.3723
Agent,146,728926,0,timeout,7.9443,5.6348,0.2907,0.0001,5.6348
Agent,147,733926,0,timeout,13.4473,13.4139,0.0025,0.0000,13.4139
Agent,148,738926,0,timeout,10.0270,9.9822,0.0045,0.0000,9.9822
Agent,149,743926,0,timeout,16.4704,16.4431,0.0017,0.0000,16.4431
Agent,150,748926,0,timeout,15.8276,15.0210,0.0510,0.0000,15.0210
Agent,151,753926,0,timeout,7.2390,9.9473,-0.3741,-0.0001,9.9473
Agent,152,758926,0,timeout,16.0253,15.9973,0.0017,0.0000,15.9973
Agent,153,763926,0,timeout,10.7862,5.9933,0.4444,0.0001,5.9933
Agent,154,764072,1,goal,6.2582,2.9475,0.5290,0.0036,2.9475
Agent,155,769072,0,timeout,9.2890,8.9151,0.0403,0.0000,8.9151
Agent,156,774072,0,timeout,9.9837,9.9387,0.0045,0.0000,9.9387
Agent,157,779072,0,timeout,14.0996,14.0677,0.0023,0.0000,14.0677
Agent,158,784072,0,timeout,8.0498,7.9939,0.0069,0.0000,7.9939
Agent,159,789072,0,timeout,8.9975,8.9475,0.0056,0.0000,8.9475
Agent,160,794072,0,timeout,7.2906,7.2288,0.0085,0.0000,7.2288
Agent,161,799072,0,timeout,11.7410,11.7027,0.0033,0.0000,11.7027
Agent,162,804072,0,timeout,9.7894,9.7435,0.0047,0.0000,9.7435
Agent,163,809072,0,timeout,16.4829,16.4557,0.0017,0.0000,16.4557
Agent,164,814072,0,timeout,9.4833,9.4359,0.0050,0.0000,9.4359
Agent,165,819072,0,timeout,10.2838,10.2401,0.0042,0.0000,10.2401
Agent,166,824072,0,timeout,16.2408,16.2131,0.0017,0.0000,16.2131
Agent,167,829072,0,timeout,16.5084,16.4813,0.0016,0.0000,16.4813
Agent,168,834072,0,timeout,16.2669,16.2393,0.0017,0.0000,16.2393
Agent,169,839072,0,timeout,10.1718,10.1276,0.0043,0.0000,10.1276
Agent,170,844072,0,timeout,16.3190,16.2915,0.0017,0.0000,16.2915
Agent,171,849072,0,timeout,9.4037,9.3559,0.0051,0.0000,9.3559
Agent,172,854072,0,timeout,13.0745,13.0402,0.0026,0.0000,13.0402
Agent,173,859072,0,timeout,14.9027,14.8726,0.0020,0.0000,14.8726
Agent,174,864072,0,timeout,13.7850,23.7226,-0.7209,-0.0001,23.7226
Agent,175,869072,0,timeout,14.6630,14.6324,0.0021,0.0000,14.6324
Agent,176,874072,0,timeout,14.8460,14.8158,0.0020,0.0000,14.8158
Agent,177,879072,0,timeout,6.4414,6.3714,0.0109,0.0000,6.3714
Agent,178,884072,0,timeout,10.3993,10.3561,0.0042,0.0000,10.3561
Agent,179,889072,0,timeout,7.0030,6.9387,0.0092,0.0000,6.9387
Agent,180,894072,0,timeout,14.3150,14.2836,0.0022,0.0000,14.2836
Agent,181,899072,0,timeout,17.2081,17.1821,0.0015,0.0000,17.1821
Agent,182,904072,0,timeout,11.6600,11.6215,0.0033,0.0000,11.6215
Agent,183,909072,0,timeout,14.6274,14.5967,0.0021,0.0000,14.5967
Agent,184,914072,0,timeout,6.6626,6.5950,0.0102,0.0000,6.5950
Agent,185,919072,0,timeout,11.8342,11.7963,0.0032,0.0000,11.7963
Agent,186,924072,0,timeout,16.2682,16.2406,0.0017,0.0000,16.2406
Agent,187,929072,0,timeout,13.6934,11.1280,0.1873,0.0000,11.1280
Agent,188,934072,0,timeout,7.4399,7.3794,0.0081,0.0000,7.3794
Agent,189,939072,0,timeout,9.7618,9.7158,0.0047,0.0000,9.7158
Agent,190,944072,0,timeout,12.8086,12.7735,0.0027,0.0000,12.7735
Agent,191,949072,0,timeout,11.5821,11.5433,0.0033,0.0000,11.5433
Agent,192,954072,0,timeout,6.9829,7.3881,-0.0580,0.0000,7.3881
Agent,193,959072,0,timeout,16.2183,19.8174,-0.2219,0.0000,19.8174
Agent,194,964072,0,timeout,15.8131,15.7847,0.0018,0.0000,15.7847
Agent,195,969072,0,timeout,10.8163,10.7748,0.0038,0.0000,10.7748
Agent,196,974072,0,timeout,11.6195,11.5809,0.0033,0.0000,11.5809
Agent,197,979072,0,timeout,8.7208,8.6692,0.0059,0.0000,8.6692
Agent,198,984072,0,timeout,7.4897,7.4295,0.0080,0.0000,7.4295
Agent,199,984118,1,goal,7.0524,5.7436,0.1856,0.0040,5.7436
Agent,200,989118,0,timeout,14.2377,14.2061,0.0022,0.0000,14.2061
Agent,201,994118,0,timeout,15.8482,15.8199,0.0018,0.0000,15.8199
Agent,202,999118,0,timeout,14.0342,14.0022,0.0023,0.0000,14.0022
Agent,203,1004118,0,timeout,8.8513,8.8005,0.0057,0.0000,8.8005
Agent,204,1009118,0,timeout,16.4467,16.4194,0.0017,0.0000,16.4194
Agent,205,1014118,0,timeout,11.0137,10.9729,0.0037,0.0000,10.9729
Agent,206,1019118,0,timeout,10.5353,10.4927,0.0040,0.0000,10.4927
Agent,207,1024118,0,timeout,16.5128,16.4856,0.0016,0.0000,16.4856
Agent,208,1029118,0,timeout,7.3670,14.2280,-0.9313,-0.0002,14.2280
Agent,209,1034118,0,timeout,13.4563,13.4230,0.0025,0.0000,13.4230
Agent,210,1039118,0,timeout,13.3832,13.3497,0.0025,0.0000,13.3497
Agent,211,1044118,0,timeout,6.5081,14.4660,-1.2228,-0.0002,14.4660
Agent,212,1049118,0,timeout,17.2291,17.2031,0.0015,0.0000,17.2031
Agent,213,1054118,0,timeout,6.6233,6.5553,0.0103,0.0000,6.5553
Agent,214,1059118,0,timeout,7.8064,5.5072,0.2945,0.0001,5.5072
Agent,215,1064118,0,timeout,16.2649,18.9888,-0.1675,0.0000,18.9888
Agent,216,1069118,0,timeout,8.3925,13.3985,-0.5965,-0.0001,13.3985
Agent,217,1074118,0,timeout,13.5634,15.0787,-0.1117,0.0000,15.0787
Agent,218,1079118,0,timeout,14.9817,14.9517,0.0020,0.0000,14.9517
Agent,219,1084118,0,timeout,8.3240,8.2699,0.0065,0.0000,8.2699
Agent,220,1089118,0,timeout,8.7130,14.9718,-0.7183,-0.0001,14.9718
Agent,221,1094118,0,timeout,15.1169,14.5136,0.0399,0.0000,14.5136
Agent,222,1094339,1,goal,9.2901,4.1881,0.5492,0.0025,4.1881
Agent,223,1099339,0,timeout,15.5870,15.5583,0.0018,0.0000,15.5583
Agent,224,1104339,0,timeout,15.1120,15.0823,0.0020,0.0000,15.0823
Agent,225,1109339,0,timeout,9.1246,7.5042,0.1776,0.0000,7.5042
Agent,226,1114339,0,timeout,12.4067,22.6349,-0.8244,-0.0002,22.6349
Agent,227,1119339,0,timeout,16.5692,13.7696,0.1690,0.0000,13.7696
Agent,228,1124339,0,timeout,17.2833,17.2573,0.0015,0.0000,17.2573
Agent,229,1125441,1,goal,7.8983,3.7170,0.5294,0.0005,3.7170
Agent,230,1130441,0,timeout,11.0886,15.7048,-0.4163,-0.0001,15.7048
Agent,231,1135441,0,timeout,9.3691,9.9801,-0.0652,0.0000,9.9801
Agent,232,1140441,0,timeout,10.2192,14.0519,-0.3751,-0.0001,14.0519
Agent,233,1142548,1,goal,6.9502,5.8281,0.1614,0.0001,5.8281
Agent,234,1147548,0,timeout,9.7756,11.2931,-0.1552,0.0000,11.2931
Agent,235,1152548,0,timeout,14.4356,20.3575,-0.4102,-0.0001,20.3575
Agent,236,1157548,0,timeout,13.9365,20.7040,-0.4856,-0.0001,20.7040
Agent,237,1158052,1,goal,10.3224,2.7658,0.7321,0.0015,2.7658
Agent,238,1163052,0,timeout,13.0426,22.5009,-0.7252,-0.0001,22.5009
Agent,239,1168052,0,timeout,17.1548,17.1286,0.0015,0.0000,17.1286
Agent,240,1173052,0,timeout,9.2425,12.5005,-0.3525,-0.0001,12.5005
Agent,241,1178052,0,timeout,13.7218,22.9804,-0.6747,-0.0001,22.9804
Agent,242,1178710,1,goal,7.8490,6.0396,0.2305,0.0004,6.0396
Agent,243,1183710,0,timeout,13.2583,17.2834,-0.3036,-0.0001,17.2834
Agent,244,1188710,0,timeout,14.6218,15.3092,-0.0470,0.0000,15.3092
Agent,245,1189014,1,goal,10.8626,2.5941,0.7612,0.0025,2.5941
Agent,246,1189927,1,goal,12.8383,7.1586,0.4424,0.0005,7.1586
Agent,247,1190376,1,goal,11.0123,3.0363,0.7243,0.0016,3.0363
Agent,248,1195376,0,timeout,14.6390,19.0808,-0.3034,-0.0001,19.0808
Agent,249,1197127,1,goal,7.5407,7.4600,0.0107,0.0000,7.4600
Agent,250,1202127,0,timeout,16.1917,17.1768,-0.0608,0.0000,17.1768
Agent,251,1207127,0,timeout,9.6865,14.5948,-0.5067,-0.0001,14.5948
Agent,252,1212127,0,timeout,14.8786,18.8053,-0.2639,-0.0001,18.8053
Agent,253,1217127,0,timeout,12.5789,15.6267,-0.2423,0.0000,15.6267
Agent,254,1222127,0,timeout,12.6262,18.5595,-0.4699,-0.0001,18.5595
Agent,255,1222714,1,goal,8.9220,3.8102,0.5729,0.0010,3.8102
Agent,256,1227714,0,timeout,12.9444,11.6155,0.1027,0.0000,11.6155
Agent,257,1228207,1,goal,7.2562,6.6877,0.0783,0.0002,6.6877
Agent,258,1228457,1,goal,7.0976,4.0336,0.4317,0.0017,4.0336
Agent,259,1231473,1,goal,10.9570,10.6825,0.0251,0.0000,10.6825
Agent,260,1236473,0,timeout,10.1969,21.2136,-1.0804,-0.0002,21.2136
Agent,261,1239271,1,goal,8.4615,4.7407,0.4397,0.0002,4.7407
Agent,262,1243355,1,goal,8.0414,8.8828,-0.1046,0.0000,8.8828
Agent,263,1243603,1,goal,11.9335,7.4675,0.3742,0.0015,7.4675
Agent,264,1248603,0,timeout,7.3777,12.6312,-0.7121,-0.0001,12.6312
Agent,265,1249661,1,goal,6.8730,2.8099,0.5912,0.0006,2.8099
Agent,266,1249857,1,goal,9.1352,5.8041,0.3646,0.0019,5.8041
Agent,267,1254857,0,timeout,8.7074,24.4723,-1.8105,-0.0004,24.4723
Agent,268,1255554,1,goal,11.4314,6.7926,0.4058,0.0006,6.7926
Agent,269,1260554,0,timeout,14.2918,17.3471,-0.2138,0.0000,17.3471
Agent,270,1261955,1,goal,9.1826,9.9008,-0.0782,-0.0001,9.9008
Agent,271,1262565,1,goal,6.4799,12.2925,-0.8970,-0.0015,12.2925
Agent,272,1267565,0,timeout,11.4927,18.2292,-0.5862,-0.0001,18.2292
Agent,273,1272565,0,timeout,9.0858,22.9723,-1.5284,-0.0003,22.9723
Agent,274,1273201,1,goal,8.5671,12.4002,-0.4474,-0.0007,12.4002
Agent,275,1274156,1,goal,10.3169,2.6786,0.7404,0.0008,2.6786
Agent,276,1276625,1,goal,6.7388,12.3907,-0.8387,-0.0003,12.3907
Agent,277,1278926,1,goal,15.3286,11.9533,0.2202,0.0001,11.9533
Agent,278,1283926,0,timeout,12.8334,17.7401,-0.3823,-0.0001,17.7401
Agent,279,1287258,1,goal,12.2594,12.2560,0.0003,0.0000,12.2560
Agent,280,1292258,0,timeout,10.3458,21.7155,-1.0990,-0.0002,21.7155
Agent,281,1297258,0,timeout,10.7619,22.7255,-1.1117,-0.0002,22.7255
Agent,282,1298163,1,goal,14.5586,5.3499,0.6325,0.0007,5.3499
Agent,283,1298864,1,goal,9.7065,3.4878,0.6407,0.0009,3.4878
Agent,284,1303864,0,timeout,13.8155,23.6466,-0.7116,-0.0001,23.6466
Agent,285,1304660,1,goal,12.9202,4.8226,0.6267,0.0008,4.8226
Agent,286,1309660,0,timeout,14.9041,22.8879,-0.5357,-0.0001,22.8879
Agent,287,1314660,0,timeout,16.6096,11.2710,0.3214,0.0001,11.2710
Agent,288,1319660,0,timeout,15.8933,23.6516,-0.4881,-0.0001,23.6516
Agent,289,1324660,0,timeout,15.0536,9.1698,0.3909,0.0001,9.1698
Agent,290,1329660,0,timeout,13.3096,23.7413,-0.7838,-0.0002,23.7413
Agent,291,1331600,1,goal,16.8189,8.0251,0.5229,0.0003,8.0251
Agent,292,1332035,1,goal,12.9645,12.3306,0.0489,0.0001,12.3306
Agent,293,1337035,0,timeout,13.3554,25.2468,-0.8904,-0.0002,25.2468
Agent,294,1342035,0,timeout,14.7859,23.7190,-0.6042,-0.0001,23.7190
Agent,295,1342498,1,goal,10.2752,4.1324,0.5978,0.0013,4.1324
Agent,296,1342929,1,goal,7.0020,2.5459,0.6364,0.0015,2.5459
Agent,297,1343468,1,goal,14.7193,6.4210,0.5638,0.0010,6.4210
Agent,298,1345275,1,goal,16.5775,2.8937,0.8254,0.0005,2.8937
Agent,299,1345877,1,goal,14.5141,5.7258,0.6055,0.0010,5.7258
Agent,300,1346551,1,goal,11.1046,9.3267,0.1601,0.0002,9.3267
Agent,301,1348402,1,goal,16.7462,8.8006,0.4745,0.0003,8.8006
Agent,302,1348933,1,goal,8.2413,8.5542,-0.0380,-0.0001,8.5542
Agent,303,1349583,1,goal,7.7167,11.0682,-0.4343,-0.0007,11.0682
Agent,304,1350094,1,goal,12.1173,9.9578,0.1782,0.0003,9.9578
Agent,305,1351733,1,goal,6.3169,3.3906,0.4633,0.0003,3.3906
Agent,306,1354283,1,goal,9.4692,12.3844,-0.3079,-0.0001,12.3844
Agent,307,1359283,0,timeout,11.9068,20.0905,-0.6873,-0.0001,20.0905
Agent,308,1363780,1,goal,15.6433,12.2453,0.2172,0.0000,12.2453
Agent,309,1368780,0,timeout,16.8519,25.6722,-0.5234,-0.0001,25.6722
Agent,310,1373780,0,timeout,14.8216,14.1392,0.0460,0.0000,14.1392
Agent,311,1378780,0,timeout,14.6874,20.0836,-0.3674,-0.0001,20.0836
Agent,312,1383780,0,timeout,10.0546,14.4353,-0.4357,-0.0001,14.4353
Agent,313,1385566,1,goal,10.2991,4.8587,0.5282,0.0003,4.8587
Agent,314,1386646,1,goal,10.4034,8.6106,0.1723,0.0002,8.6106
Agent,315,1391646,0,timeout,12.8702,25.6657,-0.9942,-0.0002,25.6657
Agent,316,1392143,1,goal,10.0339,7.4595,0.2566,0.0005,7.4595
Agent,317,1392239,1,goal,7.6886,3.2249,0.5806,0.0060,3.2249
Agent,318,1396379,1,goal,8.4135,11.4576,-0.3618,-0.0001,11.4576
Agent,319,1401379,0,timeout,15.9918,12.8627,0.1957,0.0000,12.8627
Agent,320,1401926,1,goal,11.4790,11.2563,0.0194,0.0000,11.2563
Agent,321,1403392,1,goal,10.3848,8.3741,0.1936,0.0001,8.3741
Agent,322,1403958,1,goal,13.2346,2.8037,0.7882,0.0014,2.8037
Agent,323,1408958,0,timeout,17.3400,25.6663,-0.4802,-0.0001,25.6663
Agent,324,1409798,1,goal,8.2481,12.3879,-0.5019,-0.0006,12.3879
Agent,325,1412167,1,goal,15.9066,7.4110,0.5341,0.0002,7.4110
Agent,326,1412927,1,goal,10.5992,9.8638,0.0694,0.0001,9.8638
Agent,327,1414535,1,goal,10.1309,12.2002,-0.2043,-0.0001,12.2002
Agent,328,1415248,1,goal,14.1006,11.6317,0.1751,0.0002,11.6317
Agent,329,1415376,1,goal,9.5200,3.5496,0.6271,0.0049,3.5496
Agent,330,1416216,1,goal,12.7399,8.9233,0.2996,0.0004,8.9233
Agent,331,1417380,1,goal,15.7789,11.8465,0.2492,0.0002,11.8465
Agent,332,1422380,0,timeout,13.9187,14.7986,-0.0632,0.0000,14.7986
Agent,333,1425858,1,goal,12.1282,11.3356,0.0653,0.0000,11.3356
Agent,334,1426841,1,goal,8.3797,10.0393,-0.1981,-0.0002,10.0393
Agent,335,1430071,1,goal,6.1736,10.7741,-0.7452,-0.0002,10.7741
Agent,336,1435071,0,timeout,9.0988,25.7397,-1.8289,-0.0004,25.7397
Agent,337,1435611,1,goal,7.9833,10.2962,-0.2897,-0.0005,10.2962
Agent,338,1440611,0,timeout,11.0873,25.6707,-1.3153,-0.0003,25.6707
Agent,339,1441658,1,goal,9.3912,4.3485,0.5370,0.0005,4.3485
Agent,340,1446658,0,timeout,10.8335,22.4413,-1.0715,-0.0002,22.4413
Agent,341,1448111,1,goal,11.0879,9.8589,0.1108,0.0001,9.8589
Agent,342,1448412,1,goal,10.5426,2.5414,0.7589,0.0025,2.5414
Agent,343,1448992,1,goal,14.7462,9.2613,0.3720,0.0006,9.2613
Agent,344,1449340,1,goal,10.9784,3.1581,0.7123,0.0020,3.1581
Agent,345,1454340,0,timeout,15.2516,25.6722,-0.6832,-0.0001,25.6722
Agent,346,1455505,1,goal,10.5987,12.1643,-0.1477,-0.0001,12.1643
Agent,347,1460505,0,timeout,15.5530,25.6696,-0.6505,-0.0001,25.6696
Agent,348,1460625,1,goal,10.8810,5.1928,0.5228,0.0044,5.1928
Agent,349,1461235,1,goal,9.0160,7.0456,0.2185,0.0004,7.0456
Agent,350,1463031,1,goal,11.5264,9.0453,0.2153,0.0001,9.0453
Agent,351,1463360,1,goal,13.1239,11.6250,0.1142,0.0003,11.6250
Agent,352,1464840,1,goal,10.9621,6.8876,0.3717,0.0003,6.8876
Agent,353,1466203,1,goal,8.9925,11.4161,-0.2695,-0.0002,11.4161
Agent,354,1471203,0,timeout,7.6387,12.4746,-0.6331,-0.0001,12.4746
Agent,355,1471603,1,goal,13.1878,5.1147,0.6122,0.0015,5.1147
Agent,356,1476603,0,timeout,11.9844,25.6704,-1.1420,-0.0002,25.6704
Agent,357,1478796,1,goal,9.9823,8.6943,0.1290,0.0001,8.6943
Agent,358,1479533,1,goal,9.1611,5.5356,0.3957,0.0005,5.5356
Agent,359,1482595,1,goal,11.0873,10.1351,0.0859,0.0000,10.1351
Agent,360,1482877,1,goal,7.7117,7.8333,-0.0158,-0.0001,7.8333
Agent,361,1483565,1,goal,9.1020,12.3890,-0.3611,-0.0005,12.3890
Agent,362,1488565,0,timeout,6.7597,12.4727,-0.8452,-0.0002,12.4727
Agent,363,1493565,0,timeout,12.5339,25.6546,-1.0468,-0.0002,25.6546
Agent,364,1497823,1,goal,16.8213,8.8178,0.4758,0.0001,8.8178
Agent,365,1502823,0,timeout,15.8604,12.0442,0.2406,0.0000,12.0442
Agent,366,1504109,1,goal,10.5141,7.0487,0.3296,0.0003,7.0487
Agent,367,1504723,1,goal,7.1652,12.3727,-0.7268,-0.0012,12.3727
Agent,368,1506495,1,goal,7.5313,5.6500,0.2498,0.0001,5.6500
Agent,369,1507431,1,goal,13.5066,9.8235,0.2727,0.0003,9.8235
Agent,370,1507477,1,goal,11.2000,5.8759,0.4754,0.0103,5.8759
Agent,371,1508030,1,goal,16.2912,8.9648,0.4497,0.0008,8.9648
Agent,372,1513030,0,timeout,11.8909,25.6664,-1.1585,-0.0002,25.6664
Agent,373,1513162,1,goal,6.7980,2.7113,0.6012,0.0046,2.7113
Agent,374,1513790,1,goal,7.5979,7.4774,0.0159,0.0000,7.4774
Agent,375,1514728,1,goal,8.0439,8.0995,-0.0069,0.0000,8.0995
Agent,376,1514916,1,goal,9.9884,5.8268,0.4166,0.0022,5.8268
Agent,377,1514976,1,goal,9.1447,11.0284,-0.2060,-0.0034,11.0284
Agent,378,1515948,1,goal,15.6061,11.3535,0.2725,0.0003,11.3535
Agent,379,1520948,0,timeout,13.9798,25.4680,-0.8218,-0.0002,25.4680
Agent,380,1521300,1,goal,5.8123,12.3913,-1.1319,-0.0032,12.3913
Agent,381,1521423,1,goal,5.6634,6.3014,-0.1127,-0.0009,6.3014
Agent,382,1521610,1,goal,9.5316,6.8257,0.2839,0.0015,6.8257
