Wall time,Step,Value
1778125742.0371592,60000,0.00029535326757468283
1778126215.8700209,120000,0.0002864974376279861
1778126636.49559,180000,0.0002776479523163289
1778127038.8671875,240000,0.0002686357474885881
1778127447.4416018,300000,0.0002595860860310495
1778127841.2976224,360000,0.00025053531862795353
1778128249.5018482,420000,0.00024150873650796711
1778128642.7534244,480000,0.00023249952937476337
