Wall time,Step,Value
1778125742.0371592,60000,0.01748661696910858
1778126215.8685126,120000,0.021718686446547508
1778126636.49559,180000,0.029626596719026566
1778127038.8666859,240000,0.07307969778776169
1778127447.4416018,300000,0.0787201076745987
1778127841.2964,360000,0.11361865699291229
1778128249.5008469,420000,0.07937972992658615
1778128642.7529194,480000,0.10916072875261307
