Wall time,Step,Value
1778125742.0366578,60000,0.06941025704145432
1778126215.8685126,120000,0.06931774318218231
1778126636.494588,180000,0.06837014853954315
1778127038.8656874,240000,0.07008907198905945
1778127447.4405966,300000,0.07047608494758606
1778127841.2964,360000,0.07149016112089157
1778128249.5008469,420000,0.0683804377913475
1778128642.7529194,480000,0.06966032832860947
