Wall time,Step,Value
1778125742.0266638,60000,-0.47007623314857483
1778126215.860123,120000,-0.30610913038253784
1778126636.5013895,180000,-0.22627191245555878
1778127038.8708005,240000,0.9534708857536316
1778127447.4370093,300000,0.9720755815505981
1778127841.292309,360000,1.6468747854232788
1778128249.495832,420000,1.1190141439437866
1778128642.7454998,480000,1.6654244661331177
