Wall time,Step,Value
1778209889.8243525,60000,-1.0
1778210432.382085,120000,-1.0
1778210995.4360387,180000,-0.81901615858078
1778211543.0368953,240000,-0.14087355136871338
1778212092.2681746,300000,2.694798231124878
1778212627.0625052,360000,3.982858419418335
1778213189.1286993,420000,4.215980529785156
1778213730.8842297,480000,4.118964672088623
