Wall time,Step,Value
1778209889.825364,60000,0.0006165827508084476
1778210432.4009693,120000,3.951120743295178e-05
1778210995.4498348,180000,0.005159150809049606
1778211543.038341,240000,0.02461562119424343
1778212092.2764502,300000,0.16531354188919067
1778212627.0457382,360000,0.282293438911438
1778213189.1149893,420000,0.24996407330036163
1778213730.8867555,480000,0.2293141633272171
