Wall time,Step,Value
1778209889.8186426,60000,-1.0
1778210432.37637,120000,-1.0
1778210995.4300554,180000,-0.81901615858078
1778211543.0316975,240000,-0.14087355136871338
1778212092.2470434,300000,2.694798231124878
1778212627.0558794,360000,3.982858419418335
1778213189.1220174,420000,4.215980529785156
1778213730.8753364,480000,4.118964672088623
