Wall time,Step,Value
1778209889.825364,60000,0.0002953530929517001
1778210432.4024844,120000,0.00028636312345042825
1778210995.4503498,180000,0.00027736456831917167
1778211543.0393462,240000,0.00026836420875042677
1778212092.2779574,300000,0.0002594882098492235
1778212627.046255,360000,0.0002506007731426507
1778213189.1149893,420000,0.0002415701310383156
1778213730.8867555,480000,0.00023253681138157845
